Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
29,1534,196,1763,196,"(19 , -50)",-1.2076493168487203,53.0,40.0,"(1202.0 , 348.0)",19.555136271329086
30,6562,442,7743,418,"(37 , -118)",-1.2669466733840062,123.0,88.0,"(1867.0 , 403.0)",35.3451598365082
31,6218,424,7589,386,"(97 , 68)",0.6114175272111867,118.0,97.0,"(1968.0 , 393.0)",35.162157006300646
32,4388,306,4730,300,"(70 , -43)",-0.5508575345317164,82.0,78.0,"(442.0 , 425.0)",38.234480272705035
33,3668,298,4045,294,"(43 , 84)",1.0976703286642282,94.0,51.0,"(938.0 , 513.0)",31.115094790929874
34,2583,242,2840,240,"(44 , 63)",0.9611364600828152,76.0,47.0,"(65.0 , 626.0)",27.678513135447382
35,4398,332,5029,326,"(77 , -57)",-0.637238142665617,95.0,71.0,"(1747.0 , 638.0)",33.09008114612888
36,2121,216,2323,208,"(53 , 33)",0.556901524105586,62.0,57.0,"(888.0 , 901.0)",25.80425564025663
37,3794,353,4575,346,"(105 , 52)",0.45983083364175814,117.0,47.0,"(856.0 , 949.0)",25.051404287753357
38,4012,368,5300,356,"(94 , 14)",0.14784936525875556,95.0,74.0,"(609.0 , 974.0)",25.276690729550893
39,3687,332,4580,324,"(90 , 29)",0.31171744624926645,94.0,54.0,"(657.0 , 1017.0)",26.413782596819566
40,4639,368,5345,330,"(89 , 35)",0.3746812002827763,95.0,66.0,"(336.0 , 1023.0)",30.153415615735092
41,3348,292,3756,288,"(93 , -14)",-0.1494157099164678,94.0,47.0,"(505.0 , 1015.0)",28.49157383146423
42,5358,404,6494,386,"(110 , -37)",-0.32447534329357386,116.0,85.0,"(722.0 , 1071.0)",31.408333832275574
43,2403,258,2770,258,"(81 , 20)",0.24207169457111893,83.0,50.0,"(798.0 , 1049.0)",22.580434162553637
44,5145,344,5668,344,"(30 , -89)",-1.2456787817547466,93.0,76.0,"(877.0 , 1134.0)",38.55529534289417
45,1835,202,2102,202,"(23 , -54)",-1.1681416732430239,58.0,49.0,"(74.0 , 1265.0)",23.755841759367335
46,2077,228,2336,220,"(54 , 46)",0.705568177685211,70.0,48.0,"(924.0 , 1300.0)",22.76551446275262
47,1356,216,1799,208,"(67 , -12)",-0.17722538494971943,68.0,30.0,"(1881.0 , 1314.0)",14.503164683737005
48,2486,236,2728,236,"(62 , -10)",-0.15991312315821926,62.0,57.0,"(1300.0 , 1347.0)",27.45637940882499
49,3772,366,4856,350,"(116 , 9)",0.07743108695544296,116.0,59.0,"(267.0 , 1362.0)",23.674857169335795
50,5249,350,5799,344,"(43 , 81)",1.082763308621372,91.0,85.0,"(1134.0 , 1435.0)",38.436265939086944
51,777,124,832,124,"(32 , 13)",0.38588266939807375,34.0,29.0,"(919.0 , 1518.0)",17.435340033749462
