name,Dice_coefficient
2023_12_14_image_005,0.8015385945198374
2023_12_14_image_000,0.8931666915503029
2023_12_14_image_017,0.8744555067487041
2023_12_14_image_018,0.8791365771117694
2023_12_14_image_032,0.7919950651820303
2023_12_14_image_025,0.9304872346945992
2023_12_14_image_038,0.8801473111266525
2023_12_14_image_031,0.8525824630608968
2023_12_14_image_008,0.8969224835440585
2023_12_14_image_024,0.9165291518347098
