name,Dice_coefficient
2023_12_14_image_024,0.8764415770888366
2023_12_14_image_031,0.884436740581867
2023_12_14_image_038,0.8755499871728064
2023_12_14_image_032,0.8729599016697808
2023_12_14_image_017,0.8568175806144925
2023_12_14_image_005,0.8658533893824361
2023_12_14_image_018,0.870268183667954
2023_12_14_image_008,0.86663807083496
2023_12_14_image_000,0.8315109195694794
2023_12_14_image_025,0.8530177208217923
