Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
22,1552,198,1738,198,"(17 , 57)",1.2809498368832768,59.0,34.0,"(1980.0 , 71.0)",19.529180858708582
23,1903,208,2045,208,"(48 , 34)",0.6162969373960714,58.0,47.0,"(1365.0 , 72.0)",23.69805660383019
24,2129,230,2427,230,"(47 , 50)",0.8163161429604909,68.0,47.0,"(1083.0 , 80.0)",23.188923071404474
25,1074,146,1147,146,"(38 , 12)",0.30587887140485215,39.0,37.0,"(1516.0 , 65.0)",20.429841320011803
26,1101,144,1158,144,"(38 , 24)",0.5633162614919681,44.0,37.0,"(91.0 , 65.0)",22.03575995623106
27,1624,184,1710,184,"(53 , 16)",0.2931868965578822,55.0,38.0,"(344.0 , 72.0)",23.818926987181165
28,994,143,1035,144,"(32 , 29)",0.7362574289814281,43.0,30.0,"(770.0 , 71.0)",18.895846209316826
29,1189,156,1243,156,"(44 , -12)",-0.2662520491509253,45.0,36.0,"(1030.0 , 70.0)",20.7791328417114
30,2281,218,2422,218,"(49 , 42)",0.7086262721276703,64.0,49.0,"(1185.0 , 85.0)",28.246428814349848
31,1266,162,1334,162,"(42 , -7)",-0.16514867741462683,42.0,39.0,"(809.0 , 78.0)",21.154457877846898
32,2528,230,2679,230,"(57 , 39)",0.6000502134017536,69.0,50.0,"(1875.0 , 88.0)",29.602867530873358
33,1546,178,1659,174,"(32 , -46)",-0.9629943306809362,56.0,43.0,"(2014.0 , 87.0)",23.661334015825293
34,1365,168,1425,168,"(16 , -50)",-1.2610933822524404,52.0,35.0,"(1793.0 , 92.0)",22.025015644561822
35,1609,186,1723,186,"(36 , 40)",0.83798122500839,53.0,42.0,"(643.0 , 91.0)",22.978733027321848
36,1369,174,1504,174,"(46 , -19)",-0.3916999394374241,49.0,39.0,"(1681.0 , 96.0)",20.625341532604253
37,2352,228,2535,228,"(53 , 35)",0.5836358190771612,63.0,54.0,"(1226.0 , 109.0)",27.050041736256127
38,1560,172,1608,172,"(39 , 32)",0.6871242101414391,50.0,42.0,"(430.0 , 101.0)",26.0
39,1470,168,1539,168,"(12 , -47)",-1.3208177053340742,48.0,39.0,"(1575.0 , 107.0)",24.853571800517752
40,746,138,811,138,"(34 , 31)",0.7392770473829371,46.0,21.0,"(1742.0 , 100.0)",13.422761091642009
41,961,140,1004,140,"(37 , -15)",-0.3851575063634742,39.0,35.0,"(1953.0 , 104.0)",18.75192319072808
42,1540,184,1683,184,"(56 , 27)",0.4492601126118805,62.0,37.0,"(2050.0 , 106.0)",22.0
43,1939,218,2092,218,"(22 , 70)",1.2662854435927842,73.0,37.0,"(1470.0 , 124.0)",22.386918553337175
44,2012,208,2126,208,"(10 , 67)",1.4226363060630653,67.0,37.0,"(24.0 , 125.0)",25.69410712406819
45,1076,156,1172,156,"(47 , -11)",-0.2299044281319047,48.0,30.0,"(781.0 , 110.0)",17.904976890271012
46,1469,180,1534,180,"(13 , 52)",1.3258176636680326,53.0,37.0,"(1031.0 , 123.0)",21.42034775489681
47,1924,200,2016,200,"(15 , -59)",-1.3218336210021795,60.0,43.0,"(871.0 , 129.0)",26.0
48,1539,226,1670,226,"(44 , -59)",-0.9300126026173887,73.0,25.0,"(281.0 , 136.0)",15.839822922176054
49,1419,170,1489,170,"(15 , -56)",-1.3090828243936916,57.0,30.0,"(835.0 , 131.0)",22.82133134584557
50,1520,168,1572,168,"(44 , 24)",0.49934672168013006,50.0,40.0,"(1410.0 , 123.0)",26.379500648186692
51,1517,188,1698,188,"(18 , 49)",1.2187520124794793,52.0,49.0,"(1918.0 , 136.0)",20.69410712406819
52,1139,150,1187,150,"(41 , 14)",0.3290496948403394,43.0,35.0,"(698.0 , 129.0)",21.152217275728184
53,1318,184,1430,184,"(19 , 62)",1.273431181570973,64.0,29.0,"(1507.0 , 147.0)",17.75110621634893
54,1464,178,1557,178,"(45 , 24)",0.4899573262537283,51.0,38.0,"(1962.0 , 135.0)",21.778864464996474
55,1102,144,1133,144,"(34 , 27)",0.6711438354360088,43.0,34.0,"(1305.0 , 133.0)",22.07161172281588
56,1160,152,1227,152,"(30 , -34)",-0.8478169733934057,45.0,36.0,"(2015.0 , 138.0)",21.147700453647282
57,1539,184,1639,184,"(24 , -57)",-1.1722738811284763,61.0,33.0,"(63.0 , 151.0)",21.979175701071373
58,1149,156,1231,156,"(50 , -9)",-0.17809293823119754,50.0,28.0,"(1675.0 , 139.0)",19.71269847801409
59,2725,252,2902,252,"(62 , 31)",0.4636476090008061,69.0,53.0,"(145.0 , 158.0)",27.729615822903206
60,1352,162,1407,162,"(46 , 19)",0.3916999394374241,49.0,35.0,"(355.0 , 146.0)",23.522073153650354
61,957,148,1043,148,"(11 , 44)",1.3258176636680326,45.0,30.0,"(1889.0 , 152.0)",16.70221686981556
62,1343,162,1416,162,"(47 , -14)",-0.28950367196138826,49.0,35.0,"(1802.0 , 147.0)",23.259060350433334
63,1364,180,1469,180,"(34 , -47)",-0.9445348891961419,58.0,33.0,"(649.0 , 167.0)",19.290079735635118
64,1402,174,1468,174,"(54 , -15)",-0.27094685033842053,56.0,32.0,"(1001.0 , 159.0)",21.35841017451547
65,1257,172,1355,172,"(45 , 26)",0.523919347685199,51.0,31.0,"(1977.0 , 163.0)",18.668949878807123
66,1208,180,1358,180,"(33 , 51)",0.9964914966201949,60.0,28.0,"(405.0 , 173.0)",16.416788144087096
67,3134,280,3345,280,"(85 , 32)",0.3600593293510523,90.0,48.0,"(1405.0 , 176.0)",27.97619722109861
68,848,148,1000,148,"(12 , 38)",1.2649174553900444,39.0,38.0,"(1477.0 , 169.0)",14.174575578973347
69,1253,170,1302,170,"(48 , 33)",0.6022873461349642,58.0,29.0,"(779.0 , 168.0)",18.978733027321848
70,1208,152,1274,152,"(34 , 30)",0.722979353401491,45.0,38.0,"(1072.0 , 177.0)",22.637708504262783
71,1112,160,1178,160,"(27 , -44)",-1.0204103791181054,51.0,26.0,"(1555.0 , 181.0)",17.909277965625478
72,693,122,741,122,"(15 , 33)",1.1441688336680205,36.0,27.0,"(1604.0 , 180.0)",15.097078199250637
73,1522,186,1651,186,"(42 , 36)",0.7086262721276703,55.0,43.0,"(1231.0 , 188.0)",21.19683814224001
74,1626,198,1738,198,"(32 , -52)",-1.0191413442663497,61.0,37.0,"(988.0 , 193.0)",20.790245560088817
75,2058,230,2173,230,"(47 , 64)",0.9373704438257521,79.0,36.0,"(1680.0 , 201.0)",22.169418346140972
76,1523,198,1669,198,"(23 , 65)",1.2306992072851342,68.0,30.0,"(1638.0 , 201.0)",19.049220042829774
77,1963,242,2117,242,"(26 , 91)",1.2924966677897853,94.0,26.0,"(1931.0 , 218.0)",19.302305889770963
78,1191,160,1257,160,"(28 , 43)",0.9936041129214358,51.0,30.0,"(719.0 , 195.0)",19.776251583843315
79,1408,174,1505,174,"(30 , 50)",1.0303768265243125,58.0,36.0,"(1267.0 , 201.0)",21.494318915334613
80,2212,218,2427,218,"(29 , -56)",-1.0929652718027818,63.0,50.0,"(906.0 , 203.0)",26.963660373971273
81,1808,244,2046,244,"(63 , 54)",0.7086262721276703,82.0,27.0,"(1992.0 , 201.0)",17.262144542741922
82,1211,158,1281,158,"(17 , 41)",1.1777383076129642,44.0,36.0,"(1780.0 , 197.0)",20.811768408969243
83,1339,160,1388,160,"(27 , 38)",0.9530406012286641,46.0,39.0,"(29.0 , 199.0)",23.84450557859649
84,1454,180,1593,180,"(46 , 11)",0.2347226124851971,47.0,46.0,"(97.0 , 200.0)",21.104393709302958
85,1348,168,1387,168,"(49 , -19)",-0.36990606745655763,52.0,33.0,"(358.0 , 195.0)",21.603921945628862
86,1397,188,1518,188,"(32 , 57)",1.059240199624591,65.0,27.0,"(1112.0 , 208.0)",18.504386302449987
87,1022,142,1069,142,"(21 , -44)",-1.125495282907211,48.0,28.0,"(1036.0 , 209.0)",20.06465095956687
88,1075,148,1154,148,"(17 , 41)",1.1777383076129642,44.0,31.0,"(1069.0 , 215.0)",19.853571800517752
89,1540,190,1680,190,"(12 , -56)",-1.35970299357215,57.0,36.0,"(1147.0 , 223.0)",20.73715261785473
90,685,130,781,130,"(32 , -26)",-0.6823165548747481,41.0,22.0,"(498.0 , 214.0)",13.232151132002308
91,2355,248,2586,248,"(65 , -37)",-0.5174877409741085,74.0,49.0,"(975.0 , 228.0)",23.412437236850522
92,2054,229,2308,228,"(35 , -67)",-1.0893991027375929,75.0,40.0,"(188.0 , 236.0)",22.270541742331112
93,932,132,962,132,"(25 , -29)",-0.8593372010553886,38.0,32.0,"(1599.0 , 220.0)",20.470035913858332
94,1110,152,1192,152,"(13 , 39)",1.2490457723982544,41.0,38.0,"(447.0 , 224.0)",19.724333117502933
95,1691,192,1767,192,"(17 , -59)",-1.2902595350565746,61.0,36.0,"(1520.0 , 236.0)",23.241163193720105
96,2102,208,2212,208,"(43 , 50)",0.8605253193082104,65.0,47.0,"(1308.0 , 240.0)",27.464311707229406
97,1734,204,1850,204,"(39 , -57)",-0.9707461133931431,69.0,37.0,"(1854.0 , 243.0)",21.555136271329086
98,957,144,1031,144,"(45 , 14)",0.3016190462662397,47.0,25.0,"(1192.0 , 227.0)",17.588047360478033
99,1387,164,1426,164,"(15 , 48)",1.2679114584199251,50.0,36.0,"(262.0 , 238.0)",23.853571800517752
100,1580,178,1657,178,"(49 , -18)",-0.35204431431541733,52.0,40.0,"(1429.0 , 235.0)",24.493750976257445
101,1310,194,1473,194,"(38 , -51)",-0.9304398617240539,63.0,29.0,"(412.0 , 245.0)",16.216103085284146
102,1838,222,2164,216,"(35 , -63)",-1.0636978224025597,72.0,40.0,"(1766.0 , 257.0)",20.254432902845785
103,1527,180,1631,180,"(51 , 18)",0.3392926144540447,54.0,36.0,"(129.0 , 246.0)",22.684086395578603
104,1413,176,1513,176,"(17 , -50)",-1.2430578200143412,52.0,33.0,"(1359.0 , 253.0)",21.130806747941456
105,1867,218,2077,218,"(52 , -47)",-0.7349359893805925,70.0,36.0,"(888.0 , 254.0)",21.284792639515253
106,2090,268,2685,252,"(48 , 68)",0.9561333748727311,83.0,36.0,"(220.0 , 272.0)",18.020412414966174
107,1272,162,1363,162,"(42 , -31)",-0.6358384235237452,52.0,34.0,"(62.0 , 261.0)",21.310158937604513
108,967,144,1040,144,"(27 , 35)",0.9137213910832431,44.0,29.0,"(300.0 , 264.0)",17.861642852782946
109,877,142,916,142,"(40 , 27)",0.5937496667107711,48.0,22.0,"(468.0 , 260.0)",15.923228049548108
110,2012,220,2205,216,"(50 , -42)",-0.6986598247214632,65.0,46.0,"(1078.0 , 271.0)",23.172339074320902
111,1529,192,1724,188,"(26 , -54)",-1.1220729827841756,59.0,42.0,"(1678.0 , 272.0)",20.16117818584989
112,1247,176,1296,176,"(24 , -59)",-1.1844591119735823,63.0,26.0,"(1132.0 , 276.0)",17.751190503186624
113,907,132,948,134,"(26 , -30)",-0.8567056281827385,39.0,31.0,"(1487.0 , 268.0)",19.50926243676796
114,1229,162,1331,162,"(16 , -50)",-1.2610933822524404,52.0,29.0,"(1720.0 , 277.0)",20.220700209326754
115,1538,184,1628,184,"(38 , -43)",-0.8470483340367073,57.0,37.0,"(1174.0 , 276.0)",21.958369439657385
116,1548,182,1611,182,"(25 , 51)",1.1150225708181911,56.0,34.0,"(342.0 , 283.0)",22.64721023594712
117,1525,198,1592,198,"(52 , -42)",-0.6794138054078485,66.0,32.0,"(1247.0 , 282.0)",19.08207765148974
118,1655,188,1772,188,"(51 , -31)",-0.5461665634337877,59.0,37.0,"(971.0 , 279.0)",23.46279540812036
119,1113,152,1144,152,"(45 , -12)",-0.26060239174734096,46.0,32.0,"(542.0 , 276.0)",19.806594601339746
120,1627,176,1689,176,"(51 , 30)",0.5317240672588056,59.0,40.0,"(1598.0 , 282.0)",26.421604168753053
121,1657,212,1878,212,"(46 , 51)",0.8368989743486738,68.0,35.0,"(835.0 , 287.0)",19.058874503045722
122,1076,146,1122,146,"(43 , -11)",-0.25044308961135187,44.0,31.0,"(151.0 , 280.0)",20.49218940641788
123,1274,156,1311,156,"(29 , 40)",0.943488134519134,49.0,36.0,"(643.0 , 291.0)",23.28376635449829
124,1019,142,1055,142,"(30 , -25)",-0.6947382761967033,39.0,32.0,"(111.0 , 287.0)",19.967775432990933
125,2790,276,3140,270,"(44 , 75)",1.0402384397654492,86.0,48.0,"(1449.0 , 310.0)",24.604054239153776
126,780,138,900,138,"(21 , -41)",-1.0974402849599816,46.0,27.0,"(785.0 , 294.0)",14.245370899470906
127,1253,188,1320,188,"(46 , 47)",0.7961504371885496,65.0,27.0,"(1019.0 , 300.0)",16.080750332519386
128,1257,171,1402,170,"(41 , 24)",0.5295895987820763,47.0,35.0,"(1502.0 , 300.0)",18.863549866085165
129,1496,272,1844,272,"(58 , -74)",-0.906021831977551,94.0,24.0,"(696.0 , 317.0)",12.071474183561747
130,1000,158,1100,158,"(40 , -30)",-0.6435011087932844,50.0,29.0,"(1075.0 , 305.0)",15.830399242910751
131,1052,144,1073,144,"(35 , -22)",-0.5611634122883522,41.0,32.0,"(572.0 , 304.0)",20.379500648186692
132,2838,278,3217,274,"(29 , 73)",1.1926540114722952,78.0,46.0,"(870.0 , 324.0)",24.86537218705638
133,1124,178,1287,178,"(47 , -39)",-0.6926418432093046,61.0,29.0,"(1335.0 , 311.0)",15.238250223200936
134,1532,180,1680,178,"(33 , -42)",-0.9048270894157868,53.0,44.0,"(1388.0 , 311.0)",22.79639668882548
135,1206,152,1260,152,"(15 , -45)",-1.2490457723982544,47.0,33.0,"(490.0 , 318.0)",22.572751379458488
136,2606,314,3124,308,"(94 , 56)",0.5372847143007717,109.0,34.0,"(391.0 , 327.0)",18.865697790617183
137,1337,182,1464,176,"(57 , 8)",0.13944005709133772,57.0,30.0,"(1191.0 , 318.0)",18.42141067189799
138,1017,150,1083,150,"(36 , -29)",-0.6781193077490456,46.0,28.0,"(1051.0 , 323.0)",17.77058034305114
139,1287,196,1529,196,"(42 , -53)",-0.9006742893684003,67.0,29.0,"(628.0 , 339.0)",15.623361463442727
140,1660,194,1779,194,"(56 , -25)",-0.41987995720555177,61.0,40.0,"(671.0 , 333.0)",22.18935576615426
141,1385,182,1479,182,"(60 , -19)",-0.3066763194016827,62.0,31.0,"(1654.0 , 328.0)",19.322719774583152
142,1872,208,2068,208,"(50 , 47)",0.7544801838344056,68.0,39.0,"(903.0 , 341.0)",23.155589796288087
143,1052,150,1140,150,"(47 , -19)",-0.3841693643925995,50.0,29.0,"(2055.0 , 330.0)",18.67846977528129
144,2684,308,3587,304,"(88 , 51)",0.525243599654205,101.0,49.0,"(1493.0 , 348.0)",20.035098525495542
145,2058,260,2380,260,"(75 , 33)",0.41450687458478597,81.0,38.0,"(1300.0 , 348.0)",18.448952750770474
146,946,140,1007,140,"(38 , 19)",0.4636476090008061,42.0,30.0,"(234.0 , 338.0)",18.296706911509933
147,1484,196,1622,196,"(52 , 16)",0.2984989315861793,54.0,39.0,"(1239.0 , 348.0)",18.71799214054656
148,984,156,1079,156,"(10 , 51)",1.3771743339389513,51.0,28.0,"(1591.0 , 348.0)",15.826739547487065
149,2727,250,2956,250,"(70 , 21)",0.2914567944778671,73.0,56.0,"(1122.0 , 353.0)",28.15979033261445
150,985,140,1032,140,"(18 , 43)",1.1743550435764554,46.0,28.0,"(1553.0 , 348.0)",19.508066615170332
151,1864,200,1956,200,"(49 , -38)",-0.6596287426369206,62.0,40.0,"(985.0 , 352.0)",24.780959574163017
152,1618,200,1748,198,"(26 , -59)",-1.1557215931002232,64.0,35.0,"(1627.0 , 362.0)",20.301515190165006
153,1106,146,1133,146,"(38 , 30)",0.668289418830584,48.0,31.0,"(45.0 , 348.0)",21.458391043508676
154,1375,202,1592,202,"(60 , 29)",0.45022559626071507,66.0,30.0,"(413.0 , 356.0)",16.2180805671561
155,799,122,826,122,"(25 , 22)",0.7216548508647612,33.0,30.0,"(101.0 , 350.0)",19.043560762610397
156,1168,154,1257,154,"(18 , 41)",1.1571071135160333,44.0,38.0,"(542.0 , 358.0)",20.772902098764163
157,1310,172,1415,172,"(27 , -45)",-1.0303768265243125,52.0,39.0,"(1179.0 , 369.0)",19.7836264675122
158,1515,178,1611,178,"(35 , -44)",-0.8988331552046647,56.0,40.0,"(1392.0 , 366.0)",22.930345389877008
159,1703,208,1857,208,"(55 , 47)",0.7071270228761704,72.0,33.0,"(1690.0 , 371.0)",20.36141596088725
160,971,144,1028,144,"(35 , -29)",-0.6919213822388589,45.0,31.0,"(461.0 , 374.0)",17.972243622680054
161,2224,256,2647,254,"(76 , 24)",0.30587887140485215,79.0,37.0,"(699.0 , 384.0)",20.733384694432125
162,1697,186,1824,184,"(42 , -34)",-0.6805212246672144,54.0,47.0,"(1904.0 , 377.0)",24.930345389877008
163,965,140,1018,140,"(43 , -19)",-0.4160645057238227,47.0,29.0,"(134.0 , 374.0)",18.8754845034029
164,1186,160,1228,160,"(27 , 47)",1.049361887023153,54.0,28.0,"(2015.0 , 388.0)",19.653010050624196
165,2480,236,2768,234,"(46 , 48)",0.8066715494215095,66.0,63.0,"(1864.0 , 397.0)",27.36141596088725
166,813,124,862,124,"(29 , 24)",0.691336928769462,37.0,32.0,"(763.0 , 386.0)",18.834474939403563
167,2681,266,2896,266,"(72 , -44)",-0.5485494024505281,84.0,39.0,"(1078.0 , 399.0)",24.771712232587355
168,945,142,1030,142,"(14 , 46)",1.2753554896511767,48.0,24.0,"(241.0 , 395.0)",17.744719095435297
169,1069,142,1099,142,"(39 , -18)",-0.4324077755705379,42.0,33.0,"(84.0 , 388.0)",21.670683314060668
170,1897,260,2454,246,"(29 , -76)",-1.206270324387962,81.0,40.0,"(190.0 , 409.0)",16.750647672740726
171,768,120,800,120,"(35 , 11)",0.3045108832021125,36.0,26.0,"(872.0 , 386.0)",18.510874706923943
172,1760,202,1917,202,"(15 , -56)",-1.3090828243936916,57.0,41.0,"(929.0 , 402.0)",22.388614406258807
173,2180,268,2530,264,"(92 , 14)",0.1510153429213594,93.0,33.0,"(1563.0 , 392.0)",18.947944893064147
174,1284,178,1339,178,"(43 , 40)",0.7492693128846728,58.0,27.0,"(1727.0 , 396.0)",18.113450396082477
175,1781,186,1894,186,"(55 , -25)",-0.4266274931268761,60.0,40.0,"(1234.0 , 394.0)",26.974375810233365
176,2176,214,2280,214,"(10 , 61)",1.4083072175776932,61.0,47.0,"(1298.0 , 412.0)",27.303626205140528
177,1812,216,2155,210,"(50 , 44)",0.7216548508647612,66.0,40.0,"(392.0 , 404.0)",20.7735045483277
178,1685,194,1779,194,"(28 , -49)",-1.0516502125483738,56.0,45.0,"(1426.0 , 407.0)",22.66881729382102
179,747,126,807,126,"(39 , 12)",0.2984989315861793,40.0,24.0,"(299.0 , 396.0)",15.839540236634175
180,1264,154,1309,154,"(26 , -37)",-0.9582587701845933,45.0,38.0,"(815.0 , 406.0)",23.726713297305842
181,1307,192,1572,192,"(56 , 26)",0.4346702151492448,61.0,28.0,"(1151.0 , 406.0)",16.424693192306112
182,616,106,636,106,"(27 , 13)",0.4487233440107211,29.0,28.0,"(441.0 , 404.0)",17.212912189496645
183,1035,144,1106,144,"(30 , 35)",0.8621700546672264,46.0,35.0,"(617.0 , 419.0)",19.84450557859649
184,1841,230,1982,230,"(73 , -35)",-0.44707454088818865,80.0,29.0,"(1014.0 , 421.0)",19.221415909153592
185,630,110,653,110,"(27 , 16)",0.5349550737860964,31.0,27.0,"(356.0 , 414.0)",16.263897472877886
186,4290,332,4749,322,"(99 , -12)",-0.12062366858010272,99.0,63.0,"(112.0 , 434.0)",32.01961161387646
187,1659,210,1798,210,"(46 , -58)",-0.9002747688143474,74.0,34.0,"(872.0 , 431.0)",19.375235849896228
188,2118,215,2231,216,"(60 , 18)",0.2914567944778671,62.0,47.0,"(1173.0 , 435.0)",25.981987827718022
189,1752,194,1836,194,"(14 , -53)",-1.312544106983858,54.0,44.0,"(1663.0 , 438.0)",24.0
190,1739,190,1821,190,"(36 , 47)",0.9171604298753748,59.0,42.0,"(486.0 , 444.0)",24.75686916891168
191,1656,196,1810,194,"(48 , 38)",0.6696389456766376,61.0,41.0,"(705.0 , 440.0)",21.705311872087638
192,1845,216,1978,216,"(34 , -59)",-1.0480072414144943,68.0,37.0,"(654.0 , 453.0)",21.273863656092857
193,1863,202,1983,202,"(49 , 45)",0.7428706287776641,66.0,40.0,"(1226.0 , 448.0)",24.28454654216334
194,716,122,772,122,"(18 , -33)",-1.0714496051147666,37.0,27.0,"(319.0 , 445.0)",15.862718831695553
195,928,130,965,130,"(22 , 31)",0.9536049352545345,38.0,33.0,"(2041.0 , 447.0)",21.175248347093877
196,1381,166,1424,166,"(27 , 39)",0.9652516631899266,47.0,39.0,"(1583.0 , 453.0)",23.027046798088833
197,1542,174,1611,174,"(37 , 38)",0.798730706691594,53.0,40.0,"(571.0 , 458.0)",24.785032727787097
198,1069,144,1133,144,"(18 , -42)",-1.1659045405098132,45.0,33.0,"(614.0 , 457.0)",20.933480826680636
199,708,122,746,122,"(28 , 26)",0.7483780475235183,38.0,24.0,"(392.0 , 452.0)",15.591948484124426
200,1788,246,2092,246,"(68 , 46)",0.5947592574833528,82.0,34.0,"(417.0 , 466.0)",16.842973677146837
201,1747,204,1868,204,"(53 , 46)",0.7148085735785747,70.0,36.0,"(221.0 , 463.0)",21.776721607595086
202,919,140,1006,140,"(26 , -34)",-0.9179496956941223,42.0,35.0,"(998.0 , 461.0)",17.5071443154641
203,1383,168,1483,168,"(41 , -18)",-0.4136892132788633,44.0,44.0,"(784.0 , 464.0)",22.480778704056863
204,742,120,774,120,"(28 , 23)",0.6876712560387296,36.0,26.0,"(1983.0 , 459.0)",17.430194910023467
205,1304,174,1396,174,"(38 , 42)",0.8353565591193911,56.0,34.0,"(945.0 , 469.0)",19.246134328730193
206,1318,201,1564,204,"(29 , 65)",1.1511454646597927,71.0,24.0,"(1684.0 , 480.0)",15.507194989465802
207,1485,170,1553,170,"(51 , 16)",0.30400093934014455,53.0,36.0,"(1294.0 , 472.0)",24.57655167106508
208,1463,198,1732,198,"(15 , -57)",-1.313472611823808,58.0,41.0,"(289.0 , 486.0)",18.07946531327005
209,1895,208,2054,208,"(50 , 39)",0.6624262938331512,63.0,41.0,"(1063.0 , 489.0)",23.557074693344216
210,1044,160,1158,160,"(41 , 30)",0.6316906343389692,50.0,32.0,"(1717.0 , 488.0)",16.42034775489681
211,1331,166,1407,166,"(16 , 46)",1.236059489478082,48.0,37.0,"(1573.0 , 497.0)",21.71995955514752
212,2418,220,2487,220,"(33 , -56)",-1.0382922284930458,65.0,50.0,"(1789.0 , 510.0)",30.36263001049016
213,1809,216,2075,216,"(32 , -59)",-1.0738277219158432,67.0,38.0,"(1365.0 , 510.0)",20.72839048077175
214,1489,176,1586,176,"(40 , 36)",0.7328151017865066,53.0,40.0,"(2042.0 , 507.0)",22.857625488134026
215,1708,210,1935,196,"(21 , 61)",1.2392421649189584,64.0,34.0,"(238.0 , 515.0)",20.123310854875847
216,1784,198,1883,198,"(42 , -45)",-0.8198672643969563,61.0,39.0,"(696.0 , 513.0)",23.688181001719386
217,905,130,943,130,"(35 , -14)",-0.3805063771123649,37.0,32.0,"(995.0 , 503.0)",20.201626123751154
218,2632,288,3112,272,"(8 , -90)",-1.482140444927459,90.0,44.0,"(1246.0 , 533.0)",21.482676238739643
219,1719,180,1774,180,"(29 , 42)",0.9664908199286669,51.0,45.0,"(172.0 , 512.0)",27.5071443154641
220,1501,182,1551,182,"(53 , -27)",-0.47116626431311,59.0,34.0,"(597.0 , 508.0)",21.6410394191197
221,1638,238,1932,238,"(43 , -74)",-1.0444039625684765,85.0,29.0,"(918.0 , 523.0)",15.885208930914274
222,1088,160,1123,160,"(49 , 28)",0.5191461142465229,56.0,28.0,"(417.0 , 507.0)",17.372583002030478
223,1298,168,1390,168,"(32 , -42)",-0.9197196053504169,52.0,34.0,"(651.0 , 514.0)",20.412966855077098
224,2804,288,3426,282,"(80 , -8)",-0.09966865249116204,80.0,58.0,"(1450.0 , 522.0)",23.214756329398128
225,2344,306,3360,300,"(75 , 49)",0.578714944913199,89.0,39.0,"(1630.0 , 526.0)",17.26951798271434
226,1301,158,1346,158,"(19 , -43)",-1.154731821071074,47.0,38.0,"(1209.0 , 516.0)",23.398757811895383
227,1861,204,1985,204,"(59 , -28)",-0.44310255496740586,65.0,39.0,"(337.0 , 516.0)",23.797058982529112
228,1396,170,1484,170,"(21 , -42)",-1.1071487177940904,46.0,38.0,"(863.0 , 520.0)",22.245370899470906
229,1553,180,1656,180,"(12 , -46)",-1.3156139361740782,47.0,44.0,"(1159.0 , 520.0)",23.27443901759957
230,1111,148,1151,148,"(27 , 39)",0.9652516631899266,47.0,32.0,"(1533.0 , 517.0)",20.93762159579099
231,1092,152,1150,152,"(15 , -45)",-1.2490457723982544,47.0,30.0,"(1990.0 , 519.0)",19.23833696070628
232,1769,209,1945,210,"(55 , 33)",0.5404195002705842,64.0,42.0,"(1316.0 , 530.0)",21.248991951873563
