Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
19,1370,176,1517,176,"(49 , 12)",0.2401710078601731,50.0,40.0,"(2054.0 , 71.0)",20.209245493259363
20,3019,304,3750,296,"(26 , -79)",-1.2528480354436051,83.0,67.0,"(1269.0 , 95.0)",23.492857628699696
21,1561,192,1729,192,"(55 , 21)",0.36473481426441334,58.0,42.0,"(202.0 , 83.0)",20.741973659121978
22,1965,224,2242,218,"(56 , 16)",0.27829965900511133,58.0,48.0,"(1415.0 , 87.0)",21.780122735462655
23,2517,218,2578,218,"(40 , -51)",-0.9056936403254024,64.0,55.0,"(588.0 , 91.0)",33.21033114395623
24,5161,515,8176,452,"(62 , 124)",1.1071487177940904,138.0,76.0,"(346.0 , 128.0)",21.90636425130414
25,4036,362,4886,350,"(88 , 65)",0.6361886248752141,109.0,55.0,"(1341.0 , 114.0)",26.046528410022788
26,561,110,607,110,"(18 , 28)",0.9994588469612699,33.0,23.0,"(1309.0 , 84.0)",13.52681138751788
27,2011,268,2486,226,"(38 , -58)",-0.9907935525872157,69.0,43.0,"(821.0 , 99.0)",17.22048614138543
28,2491,238,2616,238,"(22 , 61)",1.224660363225536,64.0,56.0,"(525.0 , 102.0)",27.107871326508963
29,2995,350,4035,296,"(63 , -63)",-0.7853981633974483,89.0,55.0,"(1508.0 , 107.0)",19.226652345150086
30,7902,544,9606,468,"(13 , -130)",-1.4711276743037347,130.0,94.0,"(262.0 , 148.0)",33.072841290551494
31,1237,164,1354,164,"(18 , -44)",-1.1824776086224307,47.0,35.0,"(1739.0 , 112.0)",19.928692494294523
32,748,126,804,126,"(23 , -31)",-0.9324765187858508,38.0,28.0,"(1387.0 , 109.0)",15.871500391912216
33,1770,194,1957,194,"(51 , -30)",-0.5317240672588056,59.0,52.0,"(763.0 , 116.0)",24.37014297597269
34,1424,170,1514,164,"(26 , -45)",-1.0468769791096977,51.0,38.0,"(1581.0 , 119.0)",22.948785203982847
35,635,114,693,114,"(18 , -26)",-0.9652516631899266,31.0,27.0,"(1811.0 , 112.0)",15.186473044305652
36,1972,206,2056,206,"(20 , -63)",-1.2633988536720753,66.0,37.0,"(473.0 , 130.0)",25.418397288510047
37,2994,264,3177,264,"(46 , 67)",0.9691426941365711,81.0,51.0,"(1668.0 , 136.0)",29.094715825508132
38,2804,316,3574,304,"(91 , 44)",0.4503740523166315,101.0,46.0,"(1405.0 , 133.0)",20.374067171600586
39,652,152,936,152,"(38 , -30)",-0.668289418830584,48.0,21.0,"(162.0 , 124.0)",9.857505441059423
40,2234,261,2687,262,"(71 , -53)",-0.641243776284294,88.0,35.0,"(1502.0 , 144.0)",20.265975057805242
41,1468,184,1718,182,"(36 , 48)",0.9272952180016122,60.0,47.0,"(1131.0 , 135.0)",20.54415587728429
42,1541,186,1689,186,"(25 , -45)",-1.0636978224025597,51.0,42.0,"(2014.0 , 137.0)",21.575112838770966
43,1688,200,1844,198,"(35 , -55)",-1.0040671092713902,65.0,41.0,"(1045.0 , 145.0)",21.504386302449987
44,2412,288,3059,268,"(89 , 14)",0.15602484300105135,90.0,46.0,"(1189.0 , 143.0)",19.350213675647268
45,3504,334,4381,322,"(26 , -95)",-1.3036538059292013,98.0,50.0,"(1095.0 , 165.0)",24.608149969626524
46,962,146,1075,146,"(17 , 44)",1.2021004241368467,47.0,30.0,"(405.0 , 145.0)",17.258118595106144
47,2919,298,3553,292,"(82 , 37)",0.42386761052977934,89.0,47.0,"(1786.0 , 163.0)",23.204288678292023
48,2156,208,2222,208,"(54 , -14)",-0.2536740961386427,55.0,50.0,"(127.0 , 160.0)",28.59060017856075
49,2661,282,3133,268,"(9 , -82)",-1.4614777929069966,82.0,52.0,"(371.0 , 176.0)",22.445343617917736
50,1611,180,1684,180,"(47 , -20)",-0.4023210978604407,51.0,42.0,"(898.0 , 158.0)",24.653010050624196
51,1741,198,1920,200,"(48 , 43)",0.7305083008032945,64.0,42.0,"(1569.0 , 160.0)",22.86825202882845
52,1737,195,1843,196,"(54 , 15)",0.27094685033842053,56.0,40.0,"(1878.0 , 159.0)",23.46042704986895
53,2721,324,3652,282,"(23 , 88)",1.3151514015169612,90.0,47.0,"(966.0 , 188.0)",19.032266460681328
54,1180,166,1329,162,"(24 , 43)",1.0617254383725134,49.0,34.0,"(1195.0 , 173.0)",18.213737955609965
55,1576,174,1608,174,"(28 , -40)",-0.960070362405688,48.0,41.0,"(1445.0 , 176.0)",25.716580756221262
56,2878,262,3209,250,"(47 , 56)",0.8725554379517315,73.0,57.0,"(427.0 , 186.0)",27.920085151772895
57,687,158,953,158,"(37 , -38)",-0.798730706691594,53.0,16.0,"(814.0 , 176.0)",9.94919628842559
58,4284,459,6365,376,"(116 , 44)",0.3625442372645076,124.0,61.0,"(1913.0 , 200.0)",20.497347517430583
59,2197,226,2456,224,"(55 , -41)",-0.6405856651585093,68.0,46.0,"(1399.0 , 192.0)",24.952416891305287
60,1213,192,1561,168,"(33 , -41)",-0.893088034230269,52.0,47.0,"(1990.0 , 188.0)",14.969710870172513
61,1797,196,1988,196,"(23 , -48)",-1.1239538583091324,53.0,51.0,"(758.0 , 195.0)",24.423588545110984
62,628,104,641,104,"(17 , 26)",0.9917220574271658,31.0,28.0,"(1254.0 , 182.0)",19.071796769724493
63,7520,487,9181,442,"(64 , 114)",1.059240199624591,130.0,92.0,"(1218.0 , 235.0)",36.29204250042012
64,815,137,863,138,"(47 , -13)",-0.26984915593846925,48.0,23.0,"(1524.0 , 180.0)",15.32746052983374
65,286,76,303,76,"(12 , 21)",1.0516502125483738,24.0,17.0,"(389.0 , 187.0)",10.339745962155613
66,2576,310,3580,290,"(83 , 13)",0.15536425385153316,84.0,51.0,"(1822.0 , 208.0)",18.931663844701887
67,769,128,809,128,"(29 , 28)",0.7678561033400458,40.0,25.0,"(941.0 , 195.0)",16.031280577328687
68,2172,250,2596,238,"(66 , 15)",0.223476601140633,67.0,55.0,"(869.0 , 209.0)",20.85567265521029
69,1768,192,1883,184,"(32 , -42)",-0.9197196053504169,52.0,49.0,"(1159.0 , 204.0)",24.84832619441955
70,587,133,718,134,"(21 , -41)",-1.0974402849599816,46.0,17.0,"(343.0 , 202.0)",10.478032583898244
71,1684,200,1900,200,"(13 , 55)",1.338692488719741,56.0,47.0,"(218.0 , 213.0)",21.4342862858286
72,2318,214,2383,214,"(38 , -48)",-0.901157381118259,61.0,51.0,"(571.0 , 213.0)",30.17083370542359
73,1336,158,1366,158,"(28 , 35)",0.8960553845713439,44.0,40.0,"(1040.0 , 205.0)",24.525020868128063
74,428,92,457,92,"(9 , -24)",-1.2120256565243244,25.0,23.0,"(1344.0 , 203.0)",12.95012437887911
75,1033,163,1101,164,"(51 , 13)",0.2495869254369846,52.0,26.0,"(1574.0 , 206.0)",15.698802423836103
76,2676,286,3285,278,"(47 , -69)",-0.972827275841122,83.0,47.0,"(1520.0 , 236.0)",22.141616720155838
77,2084,212,2249,212,"(30 , 57)",1.0863183977578734,64.0,47.0,"(456.0 , 228.0)",26.07417596432748
78,1674,198,1830,198,"(9 , 56)",1.4114446858909797,56.0,42.0,"(2017.0 , 229.0)",21.638736568489936
79,2725,222,2788,222,"(50 , 42)",0.6986598247214632,65.0,58.0,"(43.0 , 230.0)",36.65192317502924
80,2124,208,2252,208,"(44 , -41)",-0.750118689803857,60.0,51.0,"(512.0 , 232.0)",27.91681084241541
81,2753,290,3394,274,"(83 , 20)",0.23645614219991717,85.0,56.0,"(1603.0 , 231.0)",22.467510555639947
82,1256,203,1516,190,"(61 , -6)",-0.09804527729383924,61.0,26.0,"(385.0 , 224.0)",14.424217145393825
83,2648,306,3401,270,"(75 , 30)",0.3805063771123649,80.0,64.0,"(1939.0 , 238.0)",19.89390492181959
84,1791,222,2198,222,"(36 , 56)",0.9994588469612699,66.0,39.0,"(919.0 , 240.0)",19.593872389242527
85,1942,222,2219,210,"(59 , -20)",-0.3268266529299407,62.0,42.0,"(845.0 , 236.0)",21.762039184325324
86,299,76,315,76,"(10 , 22)",1.1441688336680205,24.0,16.0,"(632.0 , 227.0)",11.125992125988189
87,1546,179,1642,180,"(47 , 12)",0.24997862146082245,48.0,42.0,"(1692.0 , 241.0)",23.3826768171584
88,3799,332,4492,326,"(59 , -85)",-0.9640291699113976,103.0,51.0,"(307.0 , 265.0)",27.412231561250813
89,1083,178,1328,170,"(51 , -15)",-0.2860514417173182,53.0,24.0,"(1307.0 , 239.0)",14.545868398499682
90,2007,213,2224,208,"(49 , -42)",-0.7086262721276703,64.0,51.0,"(1874.0 , 253.0)",24.46523840640677
91,800,132,864,132,"(15 , -37)",-1.1856388204314225,39.0,32.0,"(734.0 , 247.0)",16.0
92,1397,184,1584,184,"(48 , -30)",-0.5585993153435624,56.0,42.0,"(1738.0 , 248.0)",19.185824644416154
93,3202,360,4316,316,"(92 , 17)",0.18272156076209753,93.0,51.0,"(963.0 , 263.0)",20.01428717230924
94,3675,318,4222,310,"(22 , 96)",1.3455195475808412,98.0,61.0,"(660.0 , 282.0)",28.068006066262605
95,1207,160,1310,154,"(37 , -34)",-0.7431697612844465,50.0,41.0,"(1133.0 , 252.0)",20.17577239840099
96,1663,208,1859,204,"(50 , 40)",0.6747409422235527,64.0,36.0,"(592.0 , 265.0)",19.735468390196644
97,1749,199,1846,200,"(7 , 52)",1.436985349320306,52.0,49.0,"(261.0 , 267.0)",22.80445305806542
98,2855,274,3183,274,"(41 , 77)",1.081513309272413,87.0,45.0,"(415.0 , 284.0)",25.63684565970442
99,2689,236,2838,236,"(31 , 62)",1.1071487177940904,69.0,57.0,"(1064.0 , 276.0)",30.857505441059423
100,1148,180,1344,180,"(49 , -20)",-0.38752380578027884,52.0,40.0,"(1274.0 , 265.0)",15.385814210078305
101,2066,256,2627,230,"(13 , -73)",-1.3945616290582208,74.0,40.0,"(1310.0 , 283.0)",18.94447869572476
102,960,158,1196,158,"(15 , -41)",-1.220068378546693,43.0,40.0,"(1968.0 , 268.0)",15.0
103,3054,360,4256,354,"(98 , -53)",-0.49576507510444145,111.0,45.0,"(1604.0 , 285.0)",18.964797459287837
104,223,64,247,64,"(15 , 16)",0.8176450458327023,21.0,14.0,"(1359.0 , 262.0)",10.255437353461971
105,878,152,987,150,"(50 , 9)",0.17809293823119754,50.0,24.0,"(773.0 , 267.0)",14.209245493259363
106,1043,254,1746,194,"(18 , 50)",1.2252407462131845,53.0,49.0,"(1833.0 , 282.0)",8.825965943603542
107,2328,259,2830,242,"(52 , 51)",0.7756897305633393,72.0,57.0,"(1404.0 , 289.0)",21.56941987420734
108,3954,346,4743,342,"(20 , -98)",-1.3694792184202558,100.0,67.0,"(746.0 , 316.0)",27.100925933142697
109,2549,252,2760,252,"(74 , -34)",-0.430692511386508,81.0,45.0,"(812.0 , 295.0)",25.317112637166453
110,2038,282,2773,236,"(31 , 59)",1.087017209663688,66.0,58.0,"(1920.0 , 300.0)",16.349746076310964
111,1570,182,1654,182,"(49 , -20)",-0.38752380578027884,52.0,40.0,"(1486.0 , 291.0)",23.13373075365496
112,1107,216,1584,217,"(57 , 37)",0.5757583175232358,67.0,31.0,"(1243.0 , 297.0)",11.467659363726526
113,897,134,967,134,"(20 , 34)",1.039072259536091,39.0,33.0,"(862.0 , 294.0)",18.491668980196366
114,1185,164,1261,164,"(21 , 51)",1.1801892830972098,55.0,32.0,"(1785.0 , 303.0)",18.728942548679914
115,2027,206,2127,206,"(51 , -27)",-0.48689923181126904,57.0,47.0,"(2004.0 , 307.0)",26.495000499900026
116,1352,202,1628,170,"(47 , -14)",-0.28950367196138826,49.0,38.0,"(495.0 , 306.0)",15.884252138658049
117,447,94,499,94,"(23 , 18)",0.6640461628266846,29.0,24.0,"(297.0 , 301.0)",13.240857735658404
118,3308,318,4155,302,"(56 , 60)",0.8198672643969563,82.0,61.0,"(1724.0 , 325.0)",24.6160314845947
119,4385,356,4858,356,"(95 , 66)",0.6071849027026274,115.0,50.0,"(140.0 , 328.0)",29.535725010725976
120,2233,216,2394,216,"(21 , 58)",1.223410363876577,61.0,50.0,"(265.0 , 323.0)",27.86573130925604
121,613,130,786,130,"(13 , 40)",1.2565644277105583,42.0,22.0,"(985.0 , 313.0)",11.4464967285727
122,958,145,1026,145,"(42 , 8)",0.18822150530477075,42.0,30.0,"(1027.0 , 308.0)",17.380381561886313
123,1394,184,1640,182,"(53 , -14)",-0.25825221981103874,54.0,39.0,"(1190.0 , 312.0)",19.129942314911194
124,944,155,1096,148,"(40 , 23)",0.5218342798144103,46.0,31.0,"(609.0 , 316.0)",15.137238619763252
125,223,72,258,72,"(16 , -19)",-0.870903457075653,24.0,12.0,"(1580.0 , 310.0)",7.95012437887911
126,1229,169,1435,164,"(33 , 36)",0.8288490587889791,48.0,40.0,"(1435.0 , 325.0)",18.669022496936222
127,1185,172,1364,172,"(11 , -50)",-1.3542460218188075,51.0,32.0,"(215.0 , 334.0)",17.231802546549748
128,1385,164,1437,164,"(18 , -44)",-1.1824776086224307,47.0,40.0,"(1531.0 , 338.0)",23.795349465914747
129,2952,310,3644,278,"(38 , 71)",1.0793780812006695,80.0,58.0,"(1380.0 , 352.0)",22.23473061677886
130,2524,232,2650,232,"(66 , -17)",-0.252095980668074,68.0,50.0,"(919.0 , 346.0)",29.017246507621124
131,6408,506,8266,420,"(58 , 125)",1.1363611845139123,137.0,79.0,"(647.0 , 386.0)",28.549757529651828
132,1309,166,1370,166,"(9 , -50)",-1.392703388563699,50.0,34.0,"(1274.0 , 349.0)",21.171448649743876
133,1790,193,1971,190,"(37 , -47)",-0.903888122555586,59.0,48.0,"(1310.0 , 354.0)",25.05382574647276
134,1832,190,1876,190,"(52 , 13)",0.24497866312686414,53.0,44.0,"(810.0 , 352.0)",26.90267007595402
135,1638,242,2207,240,"(52 , -56)",-0.8224182792713783,76.0,28.0,"(469.0 , 359.0)",15.530565936405203
136,2985,290,3530,284,"(52 , -64)",-0.8884797719201486,82.0,63.0,"(599.0 , 363.0)",24.84236682335137
137,1433,174,1523,174,"(29 , -48)",-1.027318732081853,56.0,36.0,"(1782.0 , 356.0)",22.06988100826316
138,1046,154,1156,154,"(42 , 27)",0.5713374798336268,49.0,25.0,"(1029.0 , 351.0)",17.613401425794578
139,847,152,1093,146,"(22 , 36)",1.0222469243443686,42.0,35.0,"(1993.0 , 360.0)",13.566416554258769
140,1325,180,1473,180,"(50 , 13)",0.25436805855326594,51.0,38.0,"(1638.0 , 361.0)",18.542486889354095
141,2531,222,2636,222,"(58 , 26)",0.4214192068878042,63.0,53.0,"(190.0 , 373.0)",32.06391670948407
142,4231,336,4730,328,"(94 , -34)",-0.3470616035394905,99.0,59.0,"(295.0 , 385.0)",30.849270936326754
143,1832,250,2325,228,"(45 , 58)",0.9109479005059741,73.0,42.0,"(759.0 , 384.0)",16.95606516779649
144,2071,218,2328,208,"(51 , 42)",0.6889243882148613,66.0,46.0,"(1031.0 , 383.0)",24.5125026052523
145,3925,393,5155,338,"(106 , -37)",-0.33583413021950237,112.0,57.0,"(1227.0 , 392.0)",22.566035383973173
146,5144,458,7026,406,"(16 , 112)",1.4288992721907328,113.0,92.0,"(1552.0 , 421.0)",25.246148542485855
147,2015,246,2379,246,"(44 , 62)",0.9536049352545345,76.0,39.0,"(443.0 , 396.0)",19.461327328280213
148,824,136,951,136,"(36 , 10)",0.27094685033842053,37.0,33.0,"(1896.0 , 384.0)",15.779132841711402
149,3222,273,3478,274,"(10 , 84)",1.452306367636759,84.0,49.0,"(2037.0 , 408.0)",30.35458471002066
150,2404,244,2755,238,"(55 , 43)",0.6635557263775311,69.0,48.0,"(1417.0 , 397.0)",24.709505376751892
151,1529,180,1624,174,"(39 , -30)",-0.6556956262415362,49.0,45.0,"(1163.0 , 390.0)",22.728942548679914
152,327,84,361,86,"(6 , 26)",1.3439974787410107,26.0,17.0,"(1547.0 , 384.0)",10.322921747968689
153,980,148,1081,148,"(19 , 39)",1.1174576309403337,43.0,31.0,"(710.0 , 393.0)",17.27691707668398
154,704,138,866,132,"(36 , -12)",-0.3217505543966422,37.0,30.0,"(1280.0 , 385.0)",12.448922928800055
155,1826,212,2117,212,"(57 , 19)",0.3217505543966422,60.0,46.0,"(1602.0 , 396.0)",21.647169186818235
156,860,128,906,128,"(35 , -12)",-0.33029735482925365,37.0,31.0,"(862.0 , 387.0)",19.193751525134303
157,1024,148,1132,148,"(36 , -24)",-0.5880026035475675,43.0,32.0,"(1653.0 , 394.0)",18.42582437899329
158,1939,248,2362,230,"(50 , -41)",-0.6868176497586452,64.0,43.0,"(586.0 , 413.0)",18.35369431440961
159,2855,268,3188,264,"(30 , 72)",1.1760052070951352,78.0,46.0,"(57.0 , 428.0)",26.577234137184526
160,1267,162,1351,162,"(17 , -44)",-1.2021004241368467,47.0,40.0,"(794.0 , 412.0)",21.180320913638344
161,2924,298,3554,278,"(75 , -25)",-0.3217505543966422,79.0,63.0,"(1358.0 , 421.0)",23.253048871176738
162,222,66,233,68,"(11 , -20)",-1.0679531158670357,22.0,14.0,"(1189.0 , 405.0)",9.411276560621086
163,2423,260,2759,248,"(63 , 47)",0.6409565850228043,78.0,45.0,"(460.0 , 425.0)",22.550029446417753
164,1299,177,1389,178,"(17 , -55)",-1.271020256694917,57.0,34.0,"(822.0 , 425.0)",18.577787395707396
165,2505,295,3119,262,"(84 , -16)",-0.18822150530477075,85.0,46.0,"(1044.0 , 421.0)",19.583012821461075
166,229,60,238,60,"(14 , 15)",0.8198672643969563,20.0,17.0,"(1808.0 , 406.0)",
167,1275,185,1528,184,"(46 , -41)",-0.7279900487606487,61.0,32.0,"(1319.0 , 422.0)",16.85505995923788
168,1671,176,1728,176,"(41 , 33)",0.6777082925646276,52.0,47.0,"(1621.0 , 427.0)",27.721179403900294
169,488,102,536,100,"(27 , 15)",0.507098504392337,30.0,21.0,"(1700.0 , 420.0)",12.762260797143004
170,1224,170,1354,170,"(16 , -46)",-1.236059489478082,48.0,34.0,"(1753.0 , 434.0)",18.37014297597269
171,3097,286,3565,282,"(25 , -78)",-1.2606282660069108,81.0,62.0,"(1996.0 , 452.0)",26.60846404944469
172,4520,460,6519,398,"(28 , -110)",-1.321544185409683,113.0,91.0,"(921.0 , 466.0)",21.699410505613628
173,443,98,466,98,"(27 , 18)",0.5880026035475675,32.0,18.0,"(1232.0 , 428.0)",11.960063796015547
174,3907,371,5074,344,"(42 , 89)",1.1298720786357315,98.0,64.0,"(1411.0 , 464.0)",24.225825433647145
175,3369,301,3993,300,"(80 , 17)",0.20938539295349548,81.0,72.0,"(580.0 , 459.0)",27.358847372400817
176,1146,176,1276,176,"(34 , 45)",0.9237491335745736,56.0,30.0,"(1078.0 , 449.0)",15.893061354889607
177,646,136,802,136,"(30 , 31)",0.8017901377054536,43.0,26.0,"(1944.0 , 446.0)",11.416820418727571
178,1290,182,1502,182,"(50 , -10)",-0.19739555984988078,50.0,42.0,"(981.0 , 455.0)",17.567044553073156
179,1158,150,1187,150,"(20 , 37)",1.075244653309068,42.0,37.0,"(1274.0 , 455.0)",21.74404874341127
180,550,118,625,118,"(9 , 40)",1.3494818844471053,41.0,17.0,"(1903.0 , 454.0)",11.60446983182672
181,1745,192,1812,192,"(18 , 59)",1.2746811809199319,61.0,38.0,"(311.0 , 473.0)",24.356819164926222
182,2825,260,3119,242,"(31 , -68)",-1.1430614144086544,74.0,57.0,"(439.0 , 476.0)",27.583426132260584
183,1484,168,1532,168,"(22 , 50)",1.1562894522101108,54.0,34.0,"(715.0 , 471.0)",25.26679946931849
184,3426,295,3762,296,"(71 , 59)",0.6933513145340415,92.0,50.0,"(810.0 , 483.0)",28.8828349458092
185,1371,172,1469,172,"(12 , -43)",-1.2986504362637092,44.0,45.0,"(1453.0 , 472.0)",21.136788890924553
186,1395,178,1524,178,"(28 , 42)",0.982793723247329,50.0,38.0,"(383.0 , 473.0)",20.30805919319411
187,3395,288,3884,278,"(59 , 49)",0.6930688286658493,76.0,66.0,"(1587.0 , 484.0)",29.703428034886798
188,1190,170,1307,170,"(45 , 31)",0.6032298529246849,54.0,28.0,"(1784.0 , 472.0)",17.67561682538718
189,1573,250,2156,240,"(70 , -34)",-0.4521538622857756,77.0,33.0,"(1517.0 , 477.0)",14.196273435686145
190,2639,306,3403,304,"(36 , -92)",-1.1978086049948355,98.0,41.0,"(1171.0 , 497.0)",19.81446392597138
191,2831,259,3131,252,"(8 , 73)",1.4616428638860188,73.0,51.0,"(210.0 , 495.0)",27.850643637049714
192,862,138,936,138,"(35 , 27)",0.6570749357116535,44.0,27.0,"(1006.0 , 476.0)",16.382329068006563
193,1222,170,1312,172,"(35 , -36)",-0.7994817392203084,50.0,34.0,"(1826.0 , 483.0)",18.328736069456358
194,317,78,352,78,"(15 , -19)",-0.9025069079643125,24.0,17.0,"(500.0 , 472.0)",11.547013139706568
195,972,156,1077,152,"(46 , 22)",0.44610554894340365,50.0,28.0,"(1952.0 , 477.0)",15.569250972280038
196,1352,188,1648,188,"(34 , 42)",0.8902751021276822,54.0,43.0,"(1220.0 , 489.0)",17.725437663391105
197,567,128,714,110,"(15 , 31)",1.120135000714263,34.0,27.0,"(263.0 , 483.0)",10.622441673568051
198,856,158,1129,158,"(44 , -24)",-0.49934672168013006,50.0,28.0,"(1062.0 , 488.0)",12.962290980568802
199,5341,430,6534,392,"(39 , 109)",1.227191328914892,115.0,61.0,"(884.0 , 535.0)",28.663143137235608
200,6842,494,8623,450,"(13 , 120)",1.46288383797822,120.0,94.0,"(1736.0 , 540.0)",31.79258481453094
201,1925,200,2054,200,"(32 , 46)",0.9629943306809362,56.0,52.0,"(1795.0 , 510.0)",26.020842383436403
202,793,156,1034,156,"(44 , -11)",-0.24497866312686414,45.0,32.0,"(1143.0 , 502.0)",12.018524873535917
203,2110,200,2175,200,"(35 , 42)",0.8760580505981934,54.0,52.0,"(1332.0 , 515.0)",30.251582341868502
204,1774,236,2210,236,"(64 , 42)",0.5807563535676704,76.0,34.0,"(1610.0 , 523.0)",17.684143479772807
205,1075,164,1213,164,"(28 , 43)",0.9936041129214358,51.0,32.0,"(857.0 , 517.0)",16.38293274981766
206,1249,172,1482,170,"(42 , -35)",-0.6947382761967033,54.0,38.0,"(401.0 , 516.0)",18.50510257216822
207,1164,192,1487,188,"(24 , 59)",1.1844591119735823,63.0,31.0,"(553.0 , 524.0)",14.236113967731733
208,1117,166,1219,166,"(39 , -25)",-0.5700404636997103,46.0,32.0,"(1122.0 , 518.0)",16.89817079971491
209,2236,224,2383,222,"(61 , 30)",0.4570687565477896,67.0,44.0,"(1881.0 , 524.0)",26.0
210,2872,280,3429,264,"(31 , -72)",-1.164229500200355,78.0,64.0,"(1071.0 , 538.0)",24.966679003209194
211,880,140,960,140,"(20 , 35)",1.0516502125483738,40.0,35.0,"(1414.0 , 521.0)",16.42582437899329
212,763,137,828,138,"(33 , -30)",-0.7378150601204649,44.0,23.0,"(1557.0 , 519.0)",14.0
213,2119,228,2427,220,"(42 , -43)",-0.797162326547207,60.0,55.0,"(145.0 , 540.0)",23.38452737205678
214,777,128,836,128,"(37 , 13)",0.33787818824027843,39.0,28.0,"(317.0 , 527.0)",16.28376635449829
215,2097,226,2440,222,"(16 , 62)",1.3182420510168371,64.0,48.0,"(234.0 , 546.0)",23.405438513254175
216,405,90,451,90,"(18 , 22)",0.8850668158886104,28.0,21.0,"(1209.0 , 529.0)",12.437694101250946
217,2432,228,2505,228,"(59 , -35)",-0.5354195419366258,68.0,46.0,"(979.0 , 544.0)",28.416788144087096
218,2061,236,2418,218,"(25 , 64)",1.1983978801181423,68.0,44.0,"(358.0 , 549.0)",21.317112637166453
219,1497,166,1550,166,"(26 , 41)",1.0056468867881372,48.0,43.0,"(1668.0 , 542.0)",26.491668980196366
220,2983,256,3203,256,"(79 , -16)",-0.19982864507299022,80.0,50.0,"(1242.0 , 547.0)",30.638345364775446
221,1799,244,2352,244,"(59 , 49)",0.6930688286658493,76.0,47.0,"(598.0 , 552.0)",17.159379566434055
222,371,92,419,92,"(18 , 23)",0.906750163968212,29.0,19.0,"(2006.0 , 537.0)",10.430194910023465
223,634,134,780,132,"(21 , -39)",-1.0768549578753155,44.0,19.0,"(1963.0 , 548.0)",11.403620206015646
224,788,130,868,130,"(12 , -34)",-1.231503712340852,36.0,29.0,"(816.0 , 545.0)",16.1216606458408
225,3549,292,3706,292,"(60 , -62)",-0.8017901377054536,86.0,52.0,"(1470.0 , 565.0)",30.809953780542024
226,2069,251,2583,234,"(42 , 67)",1.0108565296805083,79.0,45.0,"(59.0 , 565.0)",19.5231275709195
227,1643,208,1853,200,"(14 , 61)",1.3451950829588726,62.0,33.0,"(387.0 , 566.0)",19.42700505019534
228,1512,214,1847,210,"(33 , 54)",1.0222469243443686,63.0,34.0,"(925.0 , 566.0)",16.754251946653746
229,1468,177,1623,178,"(41 , 30)",0.6316906343389692,50.0,45.0,"(269.0 , 560.0)",22.11264469273712
230,1551,236,2085,218,"(50 , -47)",-0.7544801838344056,68.0,47.0,"(1035.0 , 567.0)",15.068234727022407
231,1641,192,1775,190,"(58 , -9)",-0.15394466445834992,58.0,38.0,"(1144.0 , 557.0)",22.251213620832534
232,1035,168,1209,168,"(32 , 46)",0.9629943306809362,56.0,23.0,"(188.0 , 576.0)",15.0
233,1095,156,1208,156,"(15 , -46)",-1.2555816270441855,48.0,30.0,"(158.0 , 576.0)",18.360232559449706
