Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
234,826,126,847,126,"(10 , 35)",1.2924966677897853,36.0,29.0,"(1355.0 , 574.0)",18.606203041772375
235,1328,182,1487,182,"(14 , 48)",1.2870022175865687,50.0,36.0,"(83.0 , 586.0)",18.255734548349444
236,2311,280,2983,278,"(81 , -44)",-0.49761512167922917,92.0,35.0,"(631.0 , 588.0)",19.117783067165796
237,4435,360,5242,354,"(99 , 36)",0.348771003583907,105.0,59.0,"(1168.0 , 601.0)",29.46075652933876
238,1581,174,1629,174,"(29 , -40)",-0.943488134519134,49.0,45.0,"(1873.0 , 580.0)",25.85772123562265
239,880,148,990,148,"(41 , 12)",0.2847304385227121,42.0,33.0,"(479.0 , 580.0)",14.886655612504018
240,3597,332,4387,326,"(57 , 74)",0.914447959131705,93.0,62.0,"(1549.0 , 606.0)",25.624046848875793
241,2650,288,3233,260,"(22 , -86)",-1.3203532371835447,88.0,46.0,"(510.0 , 619.0)",21.66114820538712
242,707,136,860,136,"(42 , 19)",0.42483216291934245,46.0,23.0,"(706.0 , 586.0)",12.810379899582909
243,3856,332,4653,332,"(89 , 24)",0.2633976325455006,92.0,64.0,"(1683.0 , 617.0)",27.927320747942545
244,1099,156,1239,156,"(43 , -16)",-0.3562196553961502,45.0,36.0,"(255.0 , 603.0)",18.45736141582586
245,1766,196,1867,196,"(46 , -24)",-0.4808872801953358,51.0,48.0,"(1779.0 , 612.0)",23.800793663291696
246,4100,360,5123,352,"(83 , 75)",0.7348084546280637,111.0,64.0,"(580.0 , 630.0)",26.754446796632415
247,2187,248,2736,246,"(68 , -19)",-0.2724631494037917,70.0,54.0,"(1973.0 , 617.0)",21.29373512590476
248,2226,246,2651,236,"(43 , -63)",-0.9718850650646651,76.0,58.0,"(470.0 , 618.0)",22.05066540485125
249,2723,302,3424,258,"(80 , -22)",-0.2683662109059069,82.0,49.0,"(1054.0 , 614.0)",20.935817608984557
250,2130,220,2327,220,"(21 , 58)",1.223410363876577,61.0,45.0,"(102.0 , 622.0)",25.083449396696818
251,216,60,222,60,"(8 , -19)",-1.1722738811284763,20.0,12.0,"(1274.0 , 602.0)",12.0
252,3069,302,3718,258,"(61 , -60)",-0.7771338887377971,85.0,73.0,"(313.0 , 625.0)",24.204288678292023
253,8025,598,11405,494,"(48 , -144)",-1.2490457723982544,151.0,97.0,"(1394.0 , 676.0)",29.811863578715545
254,1701,190,1817,190,"(45 , -32)",-0.6181442259351873,55.0,41.0,"(1862.0 , 624.0)",23.93625666410364
255,986,140,1062,140,"(41 , -21)",-0.47335604183491503,46.0,32.0,"(424.0 , 619.0)",19.540375166259693
256,1522,226,1892,208,"(16 , -70)",-1.346085158380254,71.0,34.0,"(354.0 , 639.0)",15.631307826161112
257,2111,230,2458,222,"(41 , -47)",-0.8534746216554477,62.0,41.0,"(1489.0 , 639.0)",22.92761217387494
258,2605,274,3140,266,"(33 , 79)",1.1751067347403141,85.0,47.0,"(1574.0 , 652.0)",22.81356875395059
259,2525,252,2888,238,"(50 , 53)",0.8145161449044872,72.0,58.0,"(667.0 , 640.0)",25.0
260,2234,224,2444,222,"(43 , -49)",-0.8505233267318342,65.0,50.0,"(266.0 , 646.0)",25.966685164637585
261,752,132,824,132,"(6 , -43)",-1.4321565896607384,43.0,24.0,"(1622.0 , 644.0)",14.64244024931418
262,1311,208,1638,198,"(8 , -68)",-1.4536875822280324,68.0,32.0,"(632.0 , 662.0)",14.677084786956954
263,4807,422,6418,398,"(11 , 115)",1.4754342798924875,115.0,77.0,"(1033.0 , 685.0)",25.981134313925224
264,3079,278,3527,274,"(51 , 70)",0.9411511441487407,86.0,46.0,"(771.0 , 667.0)",27.652060982648145
265,5746,386,6518,364,"(92 , -78)",-0.7032306410357483,120.0,76.0,"(1942.0 , 672.0)",36.78191228781685
266,5434,387,6291,364,"(6 , -104)",-1.5131678993174227,104.0,76.0,"(1117.0 , 680.0)",34.08771070252859
267,1645,208,1967,208,"(36 , 45)",0.8960553845713439,57.0,46.0,"(1644.0 , 658.0)",19.45771980945404
268,753,132,807,132,"(42 , -9)",-0.21109333322274654,42.0,25.0,"(834.0 , 644.0)",14.66969722017664
269,4009,361,5204,334,"(66 , -62)",-0.75415832996718,90.0,77.0,"(1863.0 , 671.0)",25.93777332419596
270,2149,245,2657,232,"(61 , 32)",0.48312566481733366,68.0,61.0,"(822.0 , 665.0)",21.21798156475245
271,870,136,990,136,"(34 , 23)",0.5947592574833528,41.0,30.0,"(1251.0 , 655.0)",17.088465474712237
272,1951,225,2198,224,"(70 , -3)",-0.042830932668727326,70.0,42.0,"(1441.0 , 661.0)",21.420953214306884
273,725,124,788,124,"(28 , 20)",0.6202494859828215,34.0,31.0,"(1168.0 , 667.0)",15.637708504262784
274,952,150,1098,150,"(42 , 18)",0.4048917862850834,45.0,31.0,"(1694.0 , 672.0)",16.186858514052886
275,1430,173,1546,172,"(24 , -40)",-1.0303768265243125,46.0,45.0,"(1360.0 , 678.0)",22.260419251447637
276,1072,140,1105,140,"(34 , 20)",0.5317240672588056,39.0,37.0,"(179.0 , 682.0)",22.63068312314702
277,5608,423,6717,412,"(78 , 108)",0.9453112865556675,133.0,62.0,"(253.0 , 722.0)",31.083658854876248
278,1378,160,1448,160,"(36 , -35)",-0.7713145875745882,50.0,41.0,"(465.0 , 693.0)",25.10033557424866
279,2362,254,2832,252,"(22 , 71)",1.2703191584223155,74.0,56.0,"(526.0 , 714.0)",22.631307826161112
280,3239,284,3717,274,"(67 , 31)",0.433353849082031,73.0,72.0,"(594.0 , 717.0)",28.550029446417753
281,6318,602,9578,458,"(126 , 47)",0.3570300279902335,134.0,81.0,"(817.0 , 736.0)",22.702308315056015
282,1031,190,1520,174,"(42 , -38)",-0.7354397676755056,56.0,30.0,"(1186.0 , 711.0)",12.496428753625722
283,1168,160,1324,160,"(19 , -42)",-1.1459641638755542,46.0,38.0,"(1904.0 , 709.0)",19.215390309173472
284,6062,454,7420,402,"(108 , 38)",0.3383236225092596,114.0,99.0,"(381.0 , 736.0)",30.915195102246557
285,1946,229,2409,228,"(47 , -51)",-0.8261918462653137,69.0,38.0,"(1861.0 , 722.0)",20.759419023534306
286,3662,316,4278,316,"(62 , -71)",-0.852964330833947,94.0,52.0,"(1088.0 , 741.0)",28.21614429762151
287,4144,384,5114,318,"(103 , -42)",-0.38718407418132267,111.0,56.0,"(1715.0 , 728.0)",24.78202474094057
288,2602,321,3567,290,"(33 , -91)",-1.2229079355149013,96.0,43.0,"(748.0 , 747.0)",18.297901569034806
289,3457,388,4815,350,"(103 , -60)",-0.5274705837654604,119.0,47.0,"(105.0 , 745.0)",19.85079391205636
290,4080,350,4849,340,"(52 , -95)",-1.0699757668304135,108.0,52.0,"(973.0 , 754.0)",27.69824417293419
291,2176,222,2366,222,"(64 , 18)",0.2741674511196588,66.0,46.0,"(1636.0 , 732.0)",25.42925009249021
292,351,82,377,82,"(14 , -25)",-1.0603080048781208,28.0,17.0,"(292.0 , 724.0)",12.17834151145338
293,1069,156,1162,156,"(40 , 12)",0.2914567944778671,41.0,40.0,"(1462.0 , 734.0)",17.7397083745307
294,1069,150,1125,150,"(37 , 31)",0.6973907898697076,48.0,32.0,"(1594.0 , 733.0)",19.135632327793044
295,1641,196,1839,192,"(28 , 46)",1.0240074859056492,53.0,40.0,"(665.0 , 744.0)",21.431902495819557
296,1570,178,1636,178,"(34 , -42)",-0.8902751021276822,54.0,39.0,"(1908.0 , 751.0)",24.245370899470906
297,951,158,1098,158,"(31 , 41)",0.9234041870549677,51.0,26.0,"(1485.0 , 756.0)",14.817009905605033
298,285,70,298,70,"(20 , 13)",0.5763752205911837,23.0,17.0,"(454.0 , 740.0)",12.890227771353556
299,1264,166,1339,166,"(41 , 30)",0.6316906343389692,50.0,33.0,"(541.0 , 753.0)",20.093225371392354
300,974,182,1272,168,"(51 , -19)",-0.35662013595143194,54.0,31.0,"(1372.0 , 749.0)",12.39033373771339
301,4084,364,5001,318,"(57 , -78)",-0.9397169393235674,96.0,62.0,"(282.0 , 779.0)",26.215742653017927
302,2590,266,2976,262,"(54 , -67)",-0.8924256364468225,86.0,49.0,"(1809.0 , 776.0)",23.69521054835102
303,1352,188,1566,186,"(33 , 46)",0.9484934556076892,56.0,33.0,"(2037.0 , 760.0)",17.725437663391105
304,3160,350,4303,320,"(50 , -83)",-1.0286069168680179,96.0,56.0,"(604.0 , 784.0)",20.445917350246305
305,1722,215,2000,212,"(55 , -36)",-0.5795639852933231,65.0,39.0,"(703.0 , 768.0)",19.587703531524703
306,1750,209,2036,208,"(54 , -26)",-0.4487233440107211,59.0,40.0,"(1441.0 , 768.0)",20.944050086285515
307,3268,333,4154,316,"(9 , 103)",1.4836390522406133,103.0,47.0,"(1602.0 , 793.0)",22.730891447411423
308,1473,178,1548,178,"(55 , 9)",0.16219883346338237,55.0,35.0,"(1656.0 , 766.0)",21.977788740889583
309,5641,338,5923,338,"(81 , 60)",0.6375487981386927,100.0,83.0,"(1281.0 , 796.0)",45.779850206901315
310,962,138,1025,138,"(21 , -33)",-1.0040671092713902,39.0,36.0,"(354.0 , 776.0)",19.392055070261872
311,1868,206,2053,206,"(48 , 32)",0.5880026035475675,57.0,45.0,"(1548.0 , 784.0)",23.49553607011911
312,12088,720,17053,662,"(77 , 186)",1.178297904644647,201.0,105.0,"(545.0 , 866.0)",37.47982598944105
313,1225,188,1416,184,"(63 , -25)",-0.3777666579398214,67.0,24.0,"(1403.0 , 783.0)",15.631225717283755
314,1496,193,1673,186,"(52 , 13)",0.24497866312686414,53.0,36.0,"(148.0 , 788.0)",19.40450641781285
315,1923,224,2263,222,"(29 , 50)",1.0452125332432864,57.0,52.0,"(90.0 , 795.0)",21.171850465464004
316,1365,163,1442,160,"(30 , -37)",-0.8894981015070477,47.0,44.0,"(1857.0 , 792.0)",23.558068753045806
317,809,152,917,154,"(35 , 28)",0.6747409422235527,44.0,24.0,"(581.0 , 796.0)",12.800793663291696
318,1228,164,1356,164,"(26 , 39)",0.982793723247329,46.0,43.0,"(238.0 , 799.0)",19.716203346207237
319,1339,164,1407,164,"(40 , -18)",-0.4228539261329407,43.0,43.0,"(918.0 , 800.0)",22.50675799109307
320,2550,248,2698,248,"(65 , -30)",-0.4324077755705379,71.0,49.0,"(1906.0 , 808.0)",26.027788502790102
321,320,72,324,72,"(17 , 18)",0.8139618212362083,24.0,19.0,"(1002.0 , 794.0)",16.0
322,525,106,572,106,"(19 , -29)",-0.9907935525872157,34.0,21.0,"(1979.0 , 804.0)",13.186473044305652
323,2214,236,2444,236,"(55 , -43)",-0.6635557263775311,69.0,40.0,"(822.0 , 818.0)",23.40505653888463
324,965,133,999,134,"(24 , 31)",0.9119902906774204,39.0,36.0,"(1117.0 , 810.0)",21.394094298620622
325,1456,166,1508,166,"(26 , -39)",-0.982793723247329,46.0,43.0,"(376.0 , 816.0)",25.18283112791928
326,3361,304,3807,294,"(89 , 38)",0.40353493501463816,96.0,55.0,"(1473.0 , 826.0)",26.857350498777542
327,698,110,724,110,"(22 , -27)",-0.8870870151605253,34.0,29.0,"(63.0 , 812.0)",19.867831238763127
328,981,174,1203,174,"(32 , 46)",0.9629943306809362,56.0,24.0,"(638.0 , 824.0)",13.31308230375284
329,13150,706,16885,592,"(79 , 171)",1.1380177688905904,188.0,119.0,"(1155.0 , 885.0)",42.32753635711984
330,1554,206,1816,194,"(13 , -54)",-1.334551066076459,55.0,34.0,"(1577.0 , 832.0)",18.360144840388934
331,2357,254,2739,254,"(56 , -43)",-0.6548320685978206,70.0,45.0,"(911.0 , 838.0)",22.570182018484374
332,2794,274,3229,274,"(27 , -84)",-1.2597980461893556,88.0,47.0,"(1541.0 , 852.0)",24.931089065711085
333,315,80,331,80,"(9 , 22)",1.1824776086224307,23.0,20.0,"(585.0 , 820.0)",10.780455542707113
334,1359,166,1416,166,"(13 , -43)",-1.277207339386147,44.0,40.0,"(979.0 , 834.0)",22.440881447454082
335,2787,266,3089,252,"(21 , 72)",1.2870022175865687,75.0,54.0,"(1359.0 , 851.0)",26.061775508808502
336,989,160,1155,160,"(32 , -46)",-0.9629943306809362,56.0,28.0,"(1745.0 , 838.0)",15.28158581138345
337,1342,173,1408,174,"(18 , 52)",1.237552025683224,55.0,35.0,"(505.0 , 848.0)",20.25951283682749
338,3571,271,3749,270,"(57 , -64)",-0.8431849941683859,85.0,64.0,"(89.0 , 858.0)",35.827241660533154
339,1442,178,1556,178,"(26 , 46)",1.0563450137358688,52.0,41.0,"(273.0 , 849.0)",21.299784483759638
340,1168,166,1300,156,"(20 , -45)",-1.1525719972156676,49.0,36.0,"(244.0 , 850.0)",17.957485266012892
341,287,72,303,72,"(12 , 20)",1.0303768265243125,23.0,16.0,"(1858.0 , 844.0)",11.917237469701782
342,800,130,888,130,"(32 , 19)",0.5358112379604637,37.0,29.0,"(165.0 , 850.0)",16.49218940641788
343,979,138,1028,138,"(40 , 18)",0.4228539261329407,43.0,31.0,"(731.0 , 853.0)",19.965558146251368
344,1727,196,1933,196,"(48 , -42)",-0.7188299996216245,63.0,39.0,"(779.0 , 861.0)",23.03849002850566
345,3805,358,4776,304,"(36 , 87)",1.178456182579381,94.0,69.0,"(1310.0 , 883.0)",24.652101036348142
346,1510,190,1678,190,"(34 , 51)",0.982793723247329,61.0,38.0,"(638.0 , 871.0)",20.18242324070453
347,1876,211,2015,212,"(6 , -60)",-1.4711276743037347,60.0,46.0,"(944.0 , 880.0)",22.640823657894593
348,4555,308,4880,300,"(70 , -67)",-0.76350385227467,96.0,76.0,"(1249.0 , 887.0)",39.932494014298726
349,1348,200,1577,200,"(24 , 57)",1.1722738811284763,61.0,30.0,"(480.0 , 882.0)",16.058874503045722
350,1190,166,1314,166,"(47 , 27)",0.5214344397717438,54.0,34.0,"(599.0 , 870.0)",18.429456009881346
351,2594,232,2752,228,"(28 , -68)",-1.1801892830972098,73.0,45.0,"(1944.0 , 888.0)",30.251126148976784
352,2333,218,2437,218,"(28 , 62)",1.14660191889113,68.0,43.0,"(332.0 , 895.0)",29.256188877271324
353,1299,171,1381,172,"(49 , 23)",0.4388592989635065,54.0,37.0,"(843.0 , 885.0)",19.75951283682749
354,3048,292,3587,290,"(11 , 88)",1.446441332248135,88.0,47.0,"(1852.0 , 913.0)",25.24018425496179
355,296,75,306,76,"(21 , -17)",-0.6805212246672144,27.0,18.0,"(1868.0 , 878.0)",11.295974242062213
356,2521,228,2645,224,"(13 , 61)",1.3608228139327332,62.0,53.0,"(393.0 , 902.0)",30.018524873535917
357,1336,185,1545,186,"(47 , 19)",0.3841693643925995,50.0,42.0,"(869.0 , 900.0)",17.911642602296087
358,862,156,1075,156,"(44 , -27)",-0.5503859476767912,51.0,22.0,"(2018.0 , 891.0)",13.329004694013129
359,537,98,559,98,"(18 , -22)",-0.8850668158886104,28.0,26.0,"(45.0 , 895.0)",16.547013139706568
360,1962,238,2386,226,"(65 , 31)",0.44501622475554137,72.0,50.0,"(596.0 , 911.0)",19.77280528403748
361,2671,252,3063,250,"(68 , -36)",-0.48689923181126904,76.0,50.0,"(1657.0 , 914.0)",26.972232930696357
362,526,104,568,104,"(12 , -28)",-1.1659045405098132,30.0,25.0,"(270.0 , 901.0)",13.75255128608411
363,687,117,739,118,"(30 , 22)",0.6327488350021832,37.0,31.0,"(1354.0 , 900.0)",16.266837827401215
364,2576,283,3182,284,"(29 , 80)",1.2230293389378812,85.0,42.0,"(1886.0 , 934.0)",21.459407591306025
365,5377,402,6407,370,"(1 , -120)",-1.5624631863547607,120.0,65.0,"(1364.0 , 957.0)",31.77409513145716
366,1217,160,1321,160,"(30 , 34)",0.8478169733934057,45.0,39.0,"(1987.0 , 926.0)",20.429614209219075
367,1107,154,1176,154,"(12 , -44)",-1.3045442776439713,45.0,34.0,"(846.0 , 931.0)",19.128629372189483
368,8153,658,12436,552,"(158 , 50)",0.30648456484986236,165.0,111.0,"(1596.0 , 973.0)",26.99636368444652
369,2394,277,2879,258,"(68 , -54)",-0.6711438354360088,86.0,43.0,"(900.0 , 943.0)",20.244260540218356
370,2118,260,2693,242,"(37 , 55)",0.9786096472452543,66.0,59.0,"(1185.0 , 953.0)",19.097930329885997
371,750,128,844,128,"(22 , 33)",0.982793723247329,39.0,27.0,"(69.0 , 935.0)",15.447054642753152
372,1182,161,1234,162,"(9 , -43)",-1.3644724327651792,43.0,38.0,"(1436.0 , 941.0)",19.320057334048904
373,2022,258,2529,240,"(62 , -47)",-0.6486424516665438,77.0,39.0,"(1097.0 , 948.0)",18.2587846180488
374,932,144,1024,144,"(33 , -35)",-0.8148014516014535,48.0,32.0,"(2023.0 , 944.0)",16.921215971661088
375,1075,150,1146,150,"(43 , -11)",-0.25044308961135187,44.0,33.0,"(1236.0 , 943.0)",19.299725276798704
376,2492,228,2598,228,"(48 , 49)",0.7957070765436915,68.0,53.0,"(997.0 , 960.0)",29.48636701560479
377,1574,174,1623,174,"(15 , -45)",-1.2490457723982544,47.0,44.0,"(261.0 , 954.0)",25.660437225088728
378,360,86,394,86,"(17 , -22)",-0.9129077216126866,27.0,18.0,"(564.0 , 947.0)",11.388125791921658
379,4119,353,4876,328,"(87 , -53)",-0.5471534052187033,101.0,69.0,"(1299.0 , 972.0)",27.67721320592885
380,1559,203,1907,198,"(29 , -50)",-1.0452125332432864,57.0,48.0,"(779.0 , 961.0)",18.86642272266175
381,3930,378,4767,370,"(90 , 90)",0.7853981633974483,127.0,53.0,"(1502.0 , 975.0)",23.787554136488822
382,2951,333,3736,282,"(56 , 59)",0.8114792046882006,81.0,65.0,"(1919.0 , 972.0)",20.166226333549133
383,1137,161,1254,162,"(39 , 19)",0.4533386958545628,43.0,40.0,"(1464.0 , 959.0)",18.271317145925238
384,2028,198,2097,198,"(24 , 50)",1.1232763516377267,55.0,47.0,"(715.0 , 967.0)",28.95127741196548
385,1528,187,1680,188,"(46 , -38)",-0.690446457054692,59.0,39.0,"(946.0 , 965.0)",21.10701850408186
386,3150,312,3826,276,"(60 , -70)",-0.8621700546672264,92.0,62.0,"(1413.0 , 984.0)",23.833589744196637
387,442,103,525,104,"(12 , -30)",-1.1902899496825317,32.0,23.0,"(1329.0 , 959.0)",10.881829298800744
388,3649,335,4621,330,"(87 , -11)",-0.1257694207605277,87.0,78.0,"(1086.0 , 987.0)",25.74084124036964
389,7801,486,9248,466,"(124 , 48)",0.3693336576736256,132.0,102.0,"(816.0 , 1002.0)",38.06589426379641
390,2605,303,3533,284,"(64 , 51)",0.6728325475937632,81.0,59.0,"(530.0 , 980.0)",19.776233823334707
391,2628,268,3050,268,"(28 , -78)",-1.2261490111768705,82.0,54.0,"(1685.0 , 994.0)",23.860690779754016
392,499,102,515,102,"(25 , -26)",-0.805003494254653,36.0,19.0,"(1698.0 , 969.0)",13.201626123751156
393,617,112,648,112,"(33 , -14)",-0.40122879900484876,35.0,25.0,"(15.0 , 968.0)",15.077152016679914
394,1430,185,1573,186,"(44 , -30)",-0.5984188934785372,53.0,32.0,"(897.0 , 978.0)",19.621772496089793
395,1532,218,1933,208,"(47 , 39)",0.6926418432093046,61.0,35.0,"(1846.0 , 981.0)",16.575733362397102
396,5119,416,6354,370,"(55 , -111)",-1.1107588104140904,123.0,63.0,"(1239.0 , 1016.0)",28.521526247545253
397,2673,312,3453,260,"(26 , -71)",-1.2197654400524764,75.0,56.0,"(299.0 , 999.0)",19.59623299820465
398,1602,190,1720,190,"(58 , 10)",0.1707352114752828,58.0,38.0,"(453.0 , 986.0)",21.921688875142674
399,978,141,1024,142,"(22 , -34)",-0.9964914966201949,40.0,33.0,"(762.0 , 988.0)",18.98462266038688
400,3953,390,5245,346,"(100 , -11)",-0.10955952677394434,100.0,52.0,"(1170.0 , 1011.0)",22.979868491796125
401,1991,236,2330,214,"(66 , 28)",0.40122879900484876,71.0,41.0,"(112.0 , 994.0)",20.399481868762436
402,1798,192,1897,188,"(46 , 34)",0.636508215787951,57.0,46.0,"(1783.0 , 1002.0)",25.505556241596015
403,500,103,552,104,"(21 , 21)",0.7853981633974483,29.0,27.0,"(1856.0 , 996.0)",12.980407210877866
404,2416,255,2797,256,"(69 , -12)",-0.17219081452293902,70.0,47.0,"(559.0 , 1020.0)",23.153663958430926
405,1681,228,1973,208,"(29 , 53)",1.0701286019201606,60.0,45.0,"(735.0 , 1022.0)",17.40202025355334
406,7939,572,10162,556,"(125 , -132)",-0.8126287849229384,181.0,61.0,"(930.0 , 1068.0)",31.151888706156512
407,662,115,701,116,"(27 , 21)",0.6610431688506868,34.0,27.0,"(1499.0 , 1011.0)",15.9218083893325
408,3693,320,4406,306,"(34 , -75)",-1.145173858455265,82.0,81.0,"(1525.0 , 1039.0)",27.971161842685746
409,3671,336,4437,322,"(43 , -85)",-1.1024539166065952,95.0,67.0,"(1296.0 , 1042.0)",25.819247168844576
410,992,172,1283,164,"(21 , -44)",-1.125495282907211,48.0,32.0,"(500.0 , 1028.0)",13.725437663391105
411,1663,206,1831,206,"(53 , -28)",-0.4860319293400963,59.0,31.0,"(1397.0 , 1031.0)",20.047655095366895
412,2589,241,2842,240,"(65 , -31)",-0.44501622475554137,72.0,53.0,"(1849.0 , 1037.0)",27.984499848909827
413,1308,168,1404,168,"(24 , -43)",-1.0617254383725134,49.0,34.0,"(1889.0 , 1032.0)",20.645843495937378
414,1910,192,1994,192,"(46 , 35)",0.6504214135435249,57.0,50.0,"(962.0 , 1036.0)",28.150566758720792
415,598,108,642,108,"(28 , -19)",-0.5961991412974801,33.0,26.0,"(1719.0 , 1028.0)",15.554476857740402
416,2408,238,2744,238,"(51 , 46)",0.7338973524462228,68.0,50.0,"(341.0 , 1046.0)",25.85107728321752
417,1451,172,1535,172,"(16 , -47)",-1.2426764317795913,49.0,41.0,"(196.0 , 1041.0)",23.050062656739996
418,484,103,534,104,"(9 , 26)",1.237552025683224,27.0,23.0,"(1440.0 , 1032.0)",12.368576308927365
419,3056,332,3902,308,"(91 , -21)",-0.2267988480538859,93.0,42.0,"(1073.0 , 1050.0)",21.088773231343573
420,2015,294,2948,274,"(88 , -17)",-0.1908311027212619,89.0,46.0,"(1170.0 , 1054.0)",15.299914089410485
421,2425,228,2604,228,"(56 , -44)",-0.6659692373791098,71.0,47.0,"(1606.0 , 1055.0)",28.294599811185353
422,2051,202,2176,202,"(31 , -55)",-1.0575440539286356,63.0,50.0,"(232.0 , 1054.0)",28.15609702849567
423,1492,203,1725,202,"(41 , 46)",0.842806278034248,61.0,36.0,"(1457.0 , 1053.0)",17.83248946229378
424,527,102,581,102,"(21 , 25)",0.8721365020734334,32.0,26.0,"(1567.0 , 1043.0)",14.39819834441274
425,1137,152,1209,152,"(42 , -15)",-0.3430239404207034,44.0,33.0,"(145.0 , 1046.0)",20.47858453206477
426,1398,175,1466,176,"(33 , 39)",0.8685393952858895,51.0,36.0,"(102.0 , 1053.0)",21.032990953912968
427,2087,212,2324,212,"(39 , -48)",-0.8884797719201486,61.0,48.0,"(1973.0 , 1067.0)",26.129942314911194
428,792,138,851,138,"(44 , -7)",-0.15776873759595397,44.0,26.0,"(753.0 , 1054.0)",14.543797956524894
429,2036,305,2974,252,"(40 , -83)",-1.121710795186829,92.0,38.0,"(1233.0 , 1089.0)",14.784054143778114
430,4937,424,6264,378,"(112 , 43)",0.36657538984417876,119.0,70.0,"(286.0 , 1093.0)",26.63376032594212
431,1481,176,1565,176,"(44 , 18)",0.388318718172466,47.0,42.0,"(36.0 , 1073.0)",22.669270992298458
432,1711,216,1982,214,"(36 , -51)",-0.9561333748727311,62.0,41.0,"(821.0 , 1083.0)",19.286890084580435
433,9239,594,11465,506,"(52 , 131)",1.192924989697078,140.0,120.0,"(1038.0 , 1116.0)",35.30437287598076
434,1786,214,2051,214,"(53 , 39)",0.6343828204760888,65.0,41.0,"(1764.0 , 1079.0)",20.693750595351503
435,1037,163,1196,164,"(16 , 47)",1.2426764317795913,49.0,33.0,"(786.0 , 1076.0)",15.77876655028831
436,2413,248,2753,244,"(28 , 74)",1.2090670852749643,79.0,50.0,"(1559.0 , 1093.0)",24.171439361244524
437,1616,214,1806,206,"(65 , 22)",0.32635881670676264,68.0,37.0,"(138.0 , 1075.0)",18.197733783792295
438,1465,174,1520,174,"(16 , -46)",-1.236059489478082,48.0,39.0,"(378.0 , 1081.0)",22.829973391405613
439,4341,338,5141,330,"(67 , -64)",-0.7625014021760643,92.0,73.0,"(1493.0 , 1106.0)",31.59206108720545
440,841,144,947,144,"(19 , -43)",-1.154731821071074,47.0,31.0,"(1518.0 , 1085.0)",14.669270992298458
441,1078,191,1400,176,"(51 , -28)",-0.5020901990219941,58.0,27.0,"(1293.0 , 1089.0)",13.079227006021341
442,929,176,1447,186,"(16 , -59)",-1.3059789968891078,61.0,23.0,"(530.0 , 1102.0)",12.266736694755139
443,347,82,386,82,"(22 , 14)",0.5667292175235064,26.0,21.0,"(1686.0 , 1084.0)",11.941378615688155
444,2137,274,2784,256,"(46 , 67)",0.9691426941365711,81.0,44.0,"(1168.0 , 1109.0)",17.950519290501113
445,2468,260,2840,256,"(80 , 12)",0.14888994760949725,80.0,46.0,"(1408.0 , 1105.0)",23.083416169730626
446,1035,158,1138,158,"(16 , -41)",-1.1987285679367763,44.0,30.0,"(1267.0 , 1107.0)",16.58166672726832
447,6847,471,8128,416,"(109 , -68)",-0.5577742330225396,128.0,90.0,"(205.0 , 1137.0)",33.97612280668872
448,1297,166,1390,168,"(29 , -36)",-0.8926770190458511,46.0,41.0,"(863.0 , 1111.0)",20.87840937269872
449,2500,254,2791,254,"(67 , -13)",-0.1916484966866772,68.0,47.0,"(817.0 , 1127.0)",24.356034947900334
450,2389,294,3179,280,"(70 , 57)",0.6833912454873363,90.0,43.0,"(637.0 , 1128.0)",18.60692211216427
451,2141,216,2341,216,"(16 , 56)",1.2924966677897853,58.0,51.0,"(2019.0 , 1125.0)",26.16117818584989
452,1204,156,1286,156,"(38 , 24)",0.5633162614919681,44.0,41.0,"(1327.0 , 1117.0)",21.195506185235143
453,1301,166,1454,166,"(20 , 47)",1.168475228934456,51.0,39.0,"(1977.0 , 1122.0)",20.975624248226207
454,489,108,568,108,"(30 , 16)",0.4899573262537283,34.0,24.0,"(1841.0 , 1117.0)",11.508066615170332
455,2808,280,3267,270,"(36 , -76)",-1.1284221038181517,84.0,43.0,"(459.0 , 1145.0)",24.261613495882912
456,366,86,422,86,"(21 , -19)",-0.7354397676755056,28.0,17.0,"(1803.0 , 1124.0)",11.689291564825709
457,3761,310,4182,310,"(72 , -71)",-0.778405270392115,101.0,53.0,"(328.0 , 1155.0)",30.11593094720547
458,4416,436,5461,408,"(24 , 144)",1.4056476493802699,145.0,49.0,"(1706.0 , 1187.0)",22.59976851882861
459,1567,192,1809,192,"(46 , 25)",0.4978223326170012,52.0,44.0,"(1629.0 , 1139.0)",20.852256079003546
460,3096,312,3823,278,"(59 , -70)",-0.8704637033660931,91.0,65.0,"(1208.0 , 1154.0)",23.337398525134205
461,7260,472,8477,416,"(60 , 116)",1.0934509444212248,130.0,82.0,"(740.0 , 1190.0)",36.3666734721658
462,2151,304,3302,286,"(37 , -72)",-1.0960994437147218,80.0,44.0,"(1267.0 , 1174.0)",15.792027106038525
463,972,144,1056,144,"(26 , -36)",-0.9453112865556675,44.0,30.0,"(652.0 , 1150.0)",18.0
464,2892,284,3214,264,"(36 , 82)",1.1571071135160333,89.0,46.0,"(421.0 , 1176.0)",24.642692054002964
465,1310,154,1334,154,"(34 , -27)",-0.6711438354360088,43.0,40.0,"(1433.0 , 1151.0)",25.37559525159331
466,2389,280,2917,280,"(70 , -60)",-0.7086262721276703,92.0,36.0,"(1146.0 , 1165.0)",19.890120734529802
