Cell id,Compactness,Rectangularity,Eccentricity,Roundness,Solidity,Curl,Sphericity
1,0.33003196633693793,0.7127403846153846,0.38461538461538464,0.39276531531007486,0.742363545317977,5.18986045850459,0.16741469965597303
2,0.5794493116621174,0.7178378378378378,0.6756756756756757,0.5794493116621174,0.9108367626886146,2.5277180502142724,0.38989614306286347
3,0.575359320532574,0.8184523809523809,0.7619047619047619,0.575359320532574,0.9540329575021682,2.2446718417716123,0.6334409216709963
4,0.7015464114273716,0.6268939393939394,0.9166666666666666,0.7015464114273716,0.9657184536834428,1.8518336782625664,0.6558482951882774
5,0.34755080764539864,0.5237442922374429,0.821917808219178,0.4539439120266431,0.7395228884590587,4.001912195409311,0.25375480354459795
6,0.632970039654904,0.6329229366165071,0.8431372549019608,0.632970039654904,0.939106901217862,2.196619431007128,0.5710644881985998
7,0.6345990991216367,0.6589673913043478,0.71875,0.6345990991216367,0.8964879852125693,2.324813544035757,0.3511234415883917
8,0.543379173787568,0.6649264356905553,0.8775510204081632,0.5315023919429175,0.9062095730918499,2.4475514687266853,0.5717718748968657
9,0.5050693022142202,0.6626262626262627,0.8181818181818182,0.5050693022142202,0.8677248677248677,2.705408068640253,0.46574643283262235
10,0.4630333416558117,0.5521984770326701,0.855072463768116,0.5159106059807038,0.8341372912801485,3.1096308214181363,0.4535349492353769
11,0.7037050381911989,0.7040293040293041,0.8974358974358975,0.693083227754773,0.9697275479313825,1.7577318297590152,0.6803543900570268
12,0.4191262926276819,0.760576923076923,0.38461538461538464,0.4302284953236714,0.8523706896551724,4.259374146414703,0.1485562705416415
13,0.6657060796532421,0.7541176470588236,0.7352941176470589,0.6657060796532421,0.9170243204577968,2.0280896714679035,0.43046894705309097
14,0.3483179284665757,0.5589849108367627,0.6666666666666666,0.39755675368909704,0.7366676709852366,4.29482519601401,0.2913428162916919
15,0.5439842212615926,0.7027417027417028,0.7857142857142857,0.5439842212615926,0.8976958525345622,2.5135586870885573,0.40866894826784983
16,0.4869365339143943,0.6603641456582633,0.8095238095238095,0.4869365339143943,0.8611872146118722,2.8077926654659486,0.25686451962717427
17,0.576057632132722,0.6868607395751377,0.7560975609756098,0.576057632132722,0.9046632124352332,2.4567835490868637,0.36608826607349904
18,0.6415462892593893,0.6439552760307478,0.9814814814814815,0.6415462892593893,0.9403061224489796,1.9873802348962728,0.5903877474234136
19,0.5557827912471612,0.685,0.8,0.5557827912471612,0.9030982201713909,2.474115127983235,0.4472135954999579
20,0.4105119555569419,0.5428879697896062,0.8072289156626506,0.4330016536334727,0.8050666666666667,3.532988677316305,0.30678599553894814
21,0.5321208910865525,0.6408045977011494,0.7241379310344828,0.5321208910865525,0.902834008097166,2.7962623496290364,0.35193446551922786
22,0.49212608133800567,0.7058189655172413,0.8275862068965517,0.5195883818116273,0.876449598572703,2.6629785655690412,0.3944355449774157
23,0.6655490875419164,0.7150568181818182,0.859375,0.6655490875419164,0.9763382467028704,1.9271111667806122,0.6925318281897135
24,0.2445283768148089,0.49208619374523266,0.5507246376811594,0.3174438030616517,0.6312377690802349,6.299539184909906,0.2338145861583257
25,0.38702933212931245,0.6732276897414512,0.5045871559633027,0.4140234432616622,0.8260335652885796,4.184818732236748,0.11858541225631422
26,0.5826226375748343,0.7391304347826086,0.696969696969697,0.5826226375748343,0.9242174629324547,2.4395993301460073,0.3701166050988027
27,0.3518457800383757,0.6777890124705089,0.6231884057971014,0.4947719340879531,0.8089300080450523,4.006855522747094,0.02816063585180762
28,0.5526239178089242,0.6950334821428571,0.875,0.5526239178089242,0.952217125382263,2.3609378703747197,0.6589375893381657
29,0.30723493869392426,0.6118488253319714,0.6179775280898876,0.4295594410838856,0.7422552664188352,4.628990965369497,0.0
30,0.3355437006469851,0.646644844517185,0.7230769230769231,0.45337250983758026,0.8226108682073704,3.9307176198719707,0.36109718016146525
31,0.5779521285679021,0.7519756838905776,0.7446808510638298,0.5779521285679021,0.9135893648449039,2.3584086117770067,0.3959797974644666
32,0.5920663403590742,0.7030075187969925,0.7368421052631579,0.5920663403590742,0.9303482587064676,2.3942285897156896,0.40311288741492746
33,0.5909893715436214,0.5769230769230769,0.8813559322033898,0.5909893715436214,0.9044455799693408,2.4209952341342436,0.6
34,0.6191872579531994,0.7347781217750258,0.7450980392156863,0.6653224180118777,0.940554821664465,2.2223398557562324,0.5352443241048769
35,0.614007797793019,0.7586618876941458,0.8709677419354839,0.614007797793019,0.9163059163059163,2.041290292325236,0.5211194634703906
36,0.5839589700140515,0.8075348075348076,0.5606060606060606,0.5839589700140515,0.9591439688715954,2.5965445126563576,0.4742953333830018
37,0.5398260103792378,0.7247639796659404,0.6296296296296297,0.5398260103792378,0.9423984891406988,2.7840106940994795,0.4694641632399349
38,0.35286916362224724,0.6035299182092122,0.45544554455445546,0.3812770862476532,0.7845551203133744,4.957282173918809,0.18157823690094776
39,0.3546257635284877,0.6468253968253969,0.4375,0.3546257635284877,0.6965811965811965,4.869386102498693,0.0
40,0.41210892312911424,0.7253246753246754,0.3977272727272727,0.4089690570549267,0.8314104949758094,4.3422534444553,0.06853496089045007
