Cell id,Compactness,Rectangularity,Eccentricity,Roundness,Solidity,Curl,Sphericity
1,0.44961673285705656,0.6183085919928025,0.6842105263157895,0.47846195039990813,0.8583918813427011,3.360658570513271,0.4100850658987834
2,0.561895832747943,0.7735711685475064,0.6119402985074627,0.561895832747943,0.9295713035870516,2.6350133156961357,0.3569227345910363
3,0.47627700964607095,0.731163351416516,0.5316455696202531,0.5120601839296451,0.8648841354723708,3.3518259797188987,0.2518878746659033
4,0.4096555387739914,0.5963709677419354,0.6451612903225806,0.46464155346593045,0.8257956448911222,3.7762377388107455,0.28954707873470753
5,0.4257579329641779,0.8603238866396761,0.34210526315789475,0.4257579329641779,0.7548845470692718,4.1976405228632085,0.13736056394868904
6,0.40971079600257954,0.7028481012658228,0.5063291139240507,0.5011115544112992,0.8312125748502994,3.9261075456775956,0.16802043252696847
7,0.6681338542790792,0.7248520710059172,1.0,0.6681338542790792,0.9386973180076629,1.765538940577323,0.5785419118799026
8,0.6424770690377085,0.7362244897959184,0.8163265306122449,0.6424770690377085,0.950592885375494,2.0345857037361585,0.5166004076282708
9,0.43043274143289034,0.562962962962963,0.72,0.4511735481345886,0.815742397137746,3.548087157616699,0.40293864366898063
10,0.6326505171406047,0.7080808080808081,0.9090909090909091,0.6326505171406047,0.928476821192053,2.0011657495456543,0.4661034178872047
11,0.5726227052803556,0.6413255360623782,0.7894736842105263,0.5848709727427805,0.9189944134078212,2.5025761859688007,0.4437953522974437
12,0.44568340066056694,0.6168730650154799,0.5588235294117647,0.4720236299200801,0.8393891521853607,3.747971021254039,0.35041726898853415
13,0.5966176524674494,0.7635327635327636,0.8666666666666667,0.5966176524674494,0.9054054054054054,2.101945307976739,0.5145439540088704
14,0.6548594934758227,0.7479166666666667,0.8333333333333334,0.6548594934758227,0.9566955363091273,1.952721704145581,0.6605344294463964
15,0.6581345721061951,0.7835497835497836,0.7857142857142857,0.6581345721061951,0.9551451187335093,1.9527051780294258,0.5996253511966891
16,0.3730041689009361,0.7082432849644952,0.5189873417721519,0.4398689909262076,0.7872340425531915,4.127739509563896,0.1505656839685487
17,0.4703662334124718,0.5995550611790879,0.9354838709677419,0.530446688161923,0.8665594855305466,2.8181818181818183,0.4359286452893223
18,0.5901567494918746,0.7766666666666666,0.6944444444444444,0.5901567494918746,0.9221635883905013,2.3540037592658654,0.4257970363298796
19,0.6254666043147354,0.7101587301587302,0.7936507936507936,0.6254666043147354,0.9688176699870074,2.166178298449162,0.6770307493985447
20,0.27878129637984217,0.6602261342493202,0.3722627737226277,0.3224494239722703,0.7216833541927409,6.104822291894436,0.1681985915763015
21,0.5332807056204567,0.84375,0.53125,0.5332807056204567,0.9444444444444444,2.8396284000108922,0.35018995231893757
22,0.6028716302238813,0.670979020979021,0.9454545454545454,0.6028716302238813,0.9311014070839398,2.123875345102311,0.5924200692595909
23,0.5354277896770712,0.6605902777777778,1.0,0.5298065394751983,0.9054134443783463,2.3308187613226976,0.3482173882802426
24,0.40081269908919365,0.7588325652841782,0.3387096774193548,0.40081269908919365,0.8782222222222222,4.693275035905102,0.2503670175697623
25,0.4090049259215085,0.7818181818181819,0.3977272727272727,0.461728217153578,0.8289156626506025,4.205377079805157,0.24492873307064136
26,0.28621190689758147,0.5717712914834067,0.4959349593495935,0.3508286256742038,0.7121513944223108,5.590909090909091,0.0
27,0.5038379257765954,0.6351655416264866,0.8360655737704918,0.5130402548341678,0.8900900900900901,2.7391425582460616,0.43664375559957247
28,0.5392052100177939,0.6796840719613866,0.8113207547169812,0.5392052100177939,0.9042615294804437,2.5351782644151406,0.43925069888457574
29,0.38521468361608696,0.5853462157809984,0.5869565217391305,0.4530723783296528,0.7676874340021119,4.174915212787949,0.12146644952683741
30,0.4643243737231403,0.6787878787878788,0.5303030303030303,0.4643243737231403,0.8582375478927203,3.5537275567828814,0.26329468304794373
31,0.619728238305799,0.7298273785628262,0.8867924528301887,0.619728238305799,0.9308755760368663,2.042027836802847,0.681183002412971
32,0.37083188570379166,0.5874268734330022,0.7355371900826446,0.4181827103486455,0.7883848454636092,3.8225280189660484,0.46096311426829034
33,0.5251147384398729,0.7127371273712737,0.5061728395061729,0.5251147384398729,0.9167312161115414,3.208268570540575,0.30359241386436786
34,0.4428828110791157,0.6701298701298701,0.6285714285714286,0.43565219275795036,0.7901990811638591,3.4068395470621207,0.2841832067731598
35,0.5025120429362793,0.7166289592760181,0.6538461538461539,0.5025120429362793,0.8578199052132701,2.922455025691917,0.25409134249317833
36,0.5242273455570003,0.7036926742108398,0.6301369863013698,0.5242273455570003,0.8960940462646947,2.898099287256654,0.3204443223999908
37,0.5636521103943638,0.7254273504273504,0.8125,0.5636521103943638,0.9017264276228419,2.35453956981393,0.5140759301797858
38,0.5419761270321475,0.8055555555555556,0.4,0.5419761270321475,0.9148264984227129,3.301315056259999,0.2634155559226539
39,0.5597164054252836,0.776,0.5555555555555556,0.5597164054252836,0.9056016597510373,2.7712197442934907,0.3127423175186686
40,0.5108160361431231,0.6438969764837627,0.8245614035087719,0.5419247327442392,0.8681429290387519,2.7079388159760596,0.46537574672017357
41,0.5686525384779677,0.6112862547288777,0.8524590163934426,0.5855005916292396,0.9150542708824917,2.4832789797748993,0.48507125007266594
42,0.28495171461131913,0.44755244755244755,0.3384615384615385,0.2181661564992912,0.4976671850699845,7.670620468517544,0.258782390807132
43,0.30403529757898556,0.6120543293718166,0.40860215053763443,0.33699984674244804,0.7476667818873142,5.730045229131315,0.21873499496636098
44,0.32941286605306197,0.5370370370370371,0.38095238095238093,0.3149349672487546,0.5493910690121786,6.014956750485551,0.21134633752370893
45,0.5919910484445428,0.6396103896103896,0.6984126984126984,0.6171793656304381,0.933649289099526,2.578544627674225,0.42072235413639836
46,0.4028617044184665,0.8350556438791733,0.5441176470588235,0.4905236448567298,0.8171917541812524,3.5170151142509813,0.1315334104411641
47,0.590465544948991,0.6540909090909091,0.88,0.583774771244281,0.9301874595992243,2.2774818804335335,0.48423419811150237
48,0.5836685838926013,0.7354497354497355,0.6428571428571429,0.5836685838926013,0.9045553145336226,2.5420538699600543,0.352831115292242
49,0.48555833814271665,0.6989130434782609,0.575,0.49317482330523366,0.8361508452535761,3.245811954960446,0.15058465048420855
50,0.49776252999385584,0.7056451612903226,0.5161290322580645,0.49776252999385584,0.851581508515815,3.341043835009042,0.3579299917631361
51,0.7052554936630148,0.7275132275132276,0.8571428571428571,0.7052554936630148,0.9548611111111112,1.7632493411590509,0.4417261042993862
52,0.5867894567551608,0.6465116279069767,0.7166666666666667,0.580628980187011,0.9070146818923328,2.554335395112274,0.4521458533590015
53,0.475142652223403,0.7447552447552448,0.5641025641025641,0.475142652223403,0.8160919540229885,3.230267966223481,0.21213203435596423
54,0.4754579790815131,0.8878787878787879,0.36666666666666664,0.4754579790815131,0.8694362017804155,3.667604944821016,0.1414213562373095
55,0.4056979715233398,0.5951305220883534,0.5783132530120482,0.46918091343294277,0.7796777375863203,4.020719054455128,0.18527686927744527
56,0.370275133887668,0.6407145264577013,0.6231884057971014,0.443829342633338,0.7858619264158744,3.9804928808137,0.1831983729065748
57,0.3168902292915384,0.7419354838709677,0.45161290322580644,0.38140930698686526,0.6981029810298103,4.820293640476451,0.02906190968595482
58,0.3953779169190068,0.5750891559899617,0.5929203539823009,0.45703145490093083,0.7948156261409274,4.114514514187081,0.2047769643422287
59,0.43584884229165877,0.5806763285024155,0.6521739130434783,0.44359711445081035,0.7970822281167109,3.6366140660969233,0.14069549332868983
60,0.6310738489501507,0.6964912280701754,0.8444444444444444,0.6310738489501507,0.9341176470588235,2.0994728526149626,0.5806161149447623
61,0.43033468929077784,0.6,0.75,0.482060143978827,0.8342989571263036,3.367966521289594,0.43080102094894696
62,0.578053048260522,0.8253588516746412,0.38596491228070173,0.578053048260522,0.9636871508379888,3.1263452999766845,0.3429971702850177
63,0.4866162727937634,0.6100470957613815,0.7538461538461538,0.5137711073078839,0.8477312390924956,3.028867259440129,0.3215879404125773
64,0.6766425735594814,0.766966966966967,0.8222222222222222,0.6766425735594814,0.9637735849056603,1.8615463548827316,0.6386159585991316
65,0.34900596752089336,0.6142276422764228,0.4878048780487805,0.3707007366389664,0.7824961160020715,4.783408972107126,0.3217092347596521
66,0.3491867180755968,0.6673596673596673,0.3557692307692308,0.3945234453723208,0.8278529980657641,5.371681362748684,0.19679735309340124
67,0.396645184301838,0.7995565410199557,0.37272727272727274,0.396645184301838,0.8214123006833713,4.391140163503202,0.25869760287312715
68,0.4355992954781136,0.5864533011272142,0.8518518518518519,0.4576515098116931,0.837092371785663,3.1676239431541044,0.3889356293071841
69,0.6466444878638992,0.7097701149425287,0.8055555555555556,0.6466444878638992,0.9170792079207921,2.07009814799604,0.46473253744594506
70,0.5076955448131141,0.7132352941176471,0.49038461538461536,0.5143977237071584,0.9024332061068703,3.353649750149153,0.31568207490098815
71,0.5573418078035226,0.7992213570634038,0.5344827586206896,0.5573418078035226,0.9276952872821175,2.795007136914355,0.3946460301065024
72,0.4025422406074151,0.7164893617021276,0.5875,0.4575827535018871,0.8286681021224239,3.65608529900726,0.15621610261376753
73,0.3186915118826023,0.517948717948718,0.7051282051282052,0.35112010845915803,0.6735374355865413,4.6000988917411885,0.2047650389446504
74,0.5512245535628105,0.7705589698565993,0.7611940298507462,0.5467521618680631,0.919022687609075,2.4096313960909055,0.5248539778959549
75,0.6086835766330224,0.7451923076923077,0.6153846153846154,0.6086835766330224,0.9309309309309309,2.4730892177197856,0.22703830459324992
76,0.4639285330722232,0.6815850815850816,0.7090909090909091,0.46862651357496965,0.7780734433209153,3.0689639889525604,0.16371382994299105
77,0.4273462539484808,0.7020127638684339,0.4329896907216495,0.4333022274916478,0.844903988183161,4.119159490131291,0.39551426683459795
78,0.5912748078184871,0.7094017094017094,0.6923076923076923,0.5912748078184871,0.9188191881918819,2.4621926784086576,0.36760731104690386
79,0.5747020160966928,0.7308238636363636,0.7272727272727273,0.5747020160966928,0.9337568058076225,2.4340220431296613,0.5140235242537432
