Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
70,3783,306,4192,304,"(58 , -87)",-0.982793723247329,104.0,51.0,"(681.0 , 210.0)",31.010990338324575
71,1437,180,1549,180,"(25 , -53)",-1.1300454790154746,58.0,31.0,"(212.0 , 194.0)",20.75128869403572
72,2694,290,3251,272,"(43 , -68)",-1.0069269680141963,80.0,47.0,"(1057.0 , 203.0)",21.88132755593051
73,2222,296,3299,282,"(12 , 78)",1.4181469983996315,78.0,55.0,"(306.0 , 210.0)",16.956157212193354
74,2633,245,2865,246,"(18 , 65)",1.3006431270834915,67.0,51.0,"(813.0 , 201.0)",27.805082598397703
75,310,80,333,80,"(22 , -14)",-0.5667292175235064,26.0,16.0,"(769.0 , 178.0)",10.513167019494862
76,1462,199,1879,198,"(51 , -21)",-0.3906070436976868,55.0,39.0,"(273.0 , 196.0)",17.921357239115583
77,2860,290,3385,288,"(97 , -13)",-0.13322675164037845,97.0,42.0,"(1642.0 , 201.0)",23.548493383757837
78,747,126,813,126,"(15 , 36)",1.1760052070951352,39.0,27.0,"(479.0 , 196.0)",15.839540236634175
79,1029,150,1102,150,"(44 , 7)",0.15776873759595397,44.0,32.0,"(1861.0 , 195.0)",18.07707540044497
80,3843,437,5514,360,"(92 , 14)",0.1510153429213594,93.0,88.0,"(145.0 , 227.0)",19.29132893378204
81,2257,258,2814,242,"(64 , -34)",-0.48833395105640554,72.0,48.0,"(1918.0 , 216.0)",20.873746436348675
82,658,124,724,124,"(40 , -8)",-0.19739555984988078,40.0,22.0,"(93.0 , 198.0)",13.593104814470788
83,3322,280,3659,274,"(44 , 76)",1.0460005551447893,87.0,47.0,"(1508.0 , 233.0)",30.27595186791759
84,2085,258,2485,248,"(59 , -63)",-0.8181733078015241,86.0,42.0,"(255.0 , 227.0)",18.945088080427595
85,1680,186,1791,186,"(50 , 15)",0.2914567944778671,52.0,44.0,"(1102.0 , 215.0)",24.53980874400225
86,2117,253,2575,230,"(26 , -73)",-1.2286404417117163,77.0,41.0,"(57.0 , 233.0)",19.849971198166237
87,1246,158,1332,158,"(42 , 27)",0.5713374798336268,49.0,39.0,"(906.0 , 215.0)",21.772902098764163
88,769,142,850,142,"(41 , -4)",-0.09725319825156578,41.0,24.0,"(122.0 , 215.0)",13.3358397406985
89,2970,350,4397,326,"(26 , -92)",-1.2953702230988613,95.0,74.0,"(491.0 , 254.0)",19.043809629807768
90,1422,184,1592,184,"(22 , -51)",-1.1635404787200498,55.0,40.0,"(453.0 , 229.0)",19.656120255361017
91,1273,206,1663,206,"(64 , -6)",-0.09347678115858947,64.0,25.0,"(1373.0 , 232.0)",14.361744790580161
92,4211,382,5346,350,"(44 , 109)",1.1871304025342904,117.0,52.0,"(551.0 , 272.0)",25.433959723700667
93,2072,211,2202,208,"(50 , -40)",-0.6747409422235527,64.0,49.0,"(2030.0 , 243.0)",26.0936217763928
94,1477,174,1541,174,"(44 , -13)",-0.2872814533971342,45.0,43.0,"(1237.0 , 244.0)",23.122316127685167
95,1561,201,1778,202,"(45 , 37)",0.6881449651458825,58.0,42.0,"(1985.0 , 250.0)",19.200644129064447
96,1239,176,1445,174,"(47 , -25)",-0.4888523543277479,53.0,40.0,"(784.0 , 246.0)",17.59924243511183
97,1241,206,1473,202,"(69 , -26)",-0.3603579705247931,73.0,23.0,"(1773.0 , 242.0)",13.933392487476326
98,1547,244,1959,230,"(68 , 33)",0.4518138418976552,75.0,28.0,"(192.0 , 247.0)",14.373827092500932
99,1997,200,2098,200,"(36 , -48)",-0.9272952180016122,60.0,47.0,"(1182.0 , 255.0)",27.572338507994196
100,5151,537,8103,460,"(120 , 29)",0.23712027872466285,123.0,110.0,"(612.0 , 285.0)",20.79488773087394
101,2370,224,2521,224,"(45 , -55)",-0.8850668158886104,71.0,48.0,"(883.0 , 265.0)",28.323294993803906
102,1567,188,1676,186,"(39 , 45)",0.8567056281827385,59.0,38.0,"(1133.0 , 260.0)",21.662281081360145
103,520,116,627,116,"(30 , -23)",-0.6540827244143603,37.0,20.0,"(1351.0 , 249.0)",11.083527132831083
104,2412,254,2847,248,"(69 , 6)",0.08673833867598511,69.0,48.0,"(1315.0 , 266.0)",23.247670874842534
105,784,128,853,126,"(40 , 15)",0.3587706702705722,42.0,25.0,"(829.0 , 250.0)",16.508066615170332
106,347,86,395,86,"(7 , 25)",1.297787623708186,25.0,19.0,"(1596.0 , 253.0)",10.764544723208056
107,2883,300,3462,300,"(55 , 83)",0.9855792313633369,99.0,40.0,"(211.0 , 293.0)",22.635890153655815
108,2193,264,2645,258,"(10 , 73)",1.4346573659417559,73.0,56.0,"(443.0 , 288.0)",19.49193618306606
109,1100,152,1223,152,"(34 , -30)",-0.722979353401491,45.0,33.0,"(931.0 , 272.0)",19.452763009008592
110,1388,198,1671,182,"(34 , 43)",0.9017533286043231,54.0,40.0,"(1396.0 , 272.0)",16.907823024535475
111,2156,233,2446,218,"(14 , -59)",-1.3378170877177937,60.0,44.0,"(724.0 , 282.0)",23.078100705250506
112,4136,342,4889,334,"(91 , -43)",-0.44142904367408703,100.0,58.0,"(100.0 , 292.0)",29.159517218965902
113,1683,186,1780,186,"(47 , -23)",-0.4551008085681946,52.0,45.0,"(761.0 , 281.0)",24.608220721010365
114,1607,216,1852,214,"(72 , 8)",0.11065722117389563,72.0,33.0,"(822.0 , 274.0)",17.819894969748916
115,344,80,371,80,"(13 , 22)",1.0370881351556351,25.0,19.0,"(1363.0 , 271.0)",12.516685226452118
116,1866,194,1941,194,"(29 , -42)",-0.9664908199286669,51.0,50.0,"(1648.0 , 284.0)",26.448922928800055
117,3307,294,3735,288,"(72 , 51)",0.6162969373960714,88.0,49.0,"(1933.0 , 294.0)",27.726099139356712
118,3996,375,5201,370,"(67 , 96)",0.9614699416178073,117.0,48.0,"(158.0 , 315.0)",24.518052894635417
119,1728,243,2274,244,"(66 , -26)",-0.3752708228559573,70.0,37.0,"(1211.0 , 295.0)",16.449181723132924
120,2086,234,2394,232,"(47 , 52)",0.8358603374143042,70.0,45.0,"(1486.0 , 302.0)",21.945246547131518
121,2490,260,2903,258,"(65 , -30)",-0.4324077755705379,71.0,55.0,"(1145.0 , 304.0)",23.34666880068294
122,1891,194,1991,194,"(41 , -33)",-0.6777082925646276,52.0,52.0,"(1432.0 , 296.0)",27.02326840508547
123,348,80,366,80,"(22 , 9)",0.388318718172466,23.0,20.0,"(1752.0 , 284.0)",12.78889744907202
124,1176,156,1272,156,"(41 , 13)",0.30704573201879076,43.0,39.0,"(1537.0 , 297.0)",20.42582437899329
125,3388,327,4304,304,"(60 , -82)",-0.9391056924559273,101.0,68.0,"(1301.0 , 328.0)",24.347365043057472
126,1819,208,1965,208,"(23 , 51)",1.1471274049173805,55.0,40.0,"(1360.0 , 310.0)",22.251050438712966
127,548,106,594,106,"(14 , -33)",-1.169567527790048,35.0,21.0,"(1796.0 , 301.0)",14.080257651625779
128,688,123,716,124,"(22 , -30)",-0.9380474917927134,37.0,23.0,"(49.0 , 305.0)",14.701246154295966
129,1278,159,1337,160,"(34 , -40)",-0.866302262552679,52.0,36.0,"(850.0 , 313.0)",22.3700546606153
130,1462,208,1804,196,"(54 , -8)",-0.1470783553884025,54.0,45.0,"(1397.0 , 322.0)",16.75797962658781
131,923,150,1009,144,"(35 , 27)",0.6570749357116535,44.0,32.0,"(591.0 , 313.0)",15.517052063019392
132,571,116,647,116,"(34 , 18)",0.48689923181126904,38.0,21.0,"(302.0 , 316.0)",12.568323274845017
133,1490,204,1695,198,"(30 , 55)",1.0714496051147666,62.0,34.0,"(1191.0 , 335.0)",17.668333375002085
134,2190,208,2246,208,"(44 , 34)",0.65788860518221,55.0,53.0,"(371.0 , 331.0)",29.32843190249073
135,3743,314,4331,310,"(83 , -37)",-0.41934164755003,90.0,60.0,"(1766.0 , 344.0)",29.314128044732193
136,3050,280,3417,272,"(91 , -14)",-0.15264932839526515,92.0,46.0,"(673.0 , 332.0)",26.988373664786863
137,1822,202,2067,202,"(44 , 38)",0.712357598094329,58.0,52.0,"(1247.0 , 335.0)",23.51389246297273
138,901,139,969,140,"(45 , -10)",-0.21866894587394195,46.0,25.0,"(82.0 , 322.0)",17.24107370510687
139,1550,174,1625,174,"(29 , 39)",0.9314104211087237,48.0,45.0,"(955.0 , 332.0)",25.0
140,2674,275,3051,258,"(73 , -14)",-0.1894801578811473,74.0,57.0,"(553.0 , 343.0)",23.444785068383133
141,283,80,346,80,"(18 , 19)",0.8124186125847132,26.0,15.0,"(1869.0 , 322.0)",9.183346173608031
142,1364,164,1413,164,"(39 , -24)",-0.5516549825285469,45.0,40.0,"(1604.0 , 340.0)",23.195506185235143
143,4215,362,5083,338,"(107 , -45)",-0.3981045601913719,116.0,56.0,"(2016.0 , 353.0)",27.45041633761568
144,2841,318,3904,290,"(80 , -22)",-0.2683662109059069,82.0,66.0,"(1938.0 , 353.0)",20.514832372875297
145,1132,150,1227,150,"(40 , 23)",0.5218342798144103,46.0,36.0,"(1560.0 , 342.0)",20.939504838320804
146,1758,240,2317,238,"(32 , -69)",-1.1365520059980956,76.0,40.0,"(798.0 , 360.0)",17.08147253225013
147,7157,526,9508,464,"(54 , -120)",-1.1479424006619559,131.0,91.0,"(1232.0 , 398.0)",30.826021236865785
148,1952,226,2203,206,"(21 , -51)",-1.1801892830972098,55.0,53.0,"(259.0 , 358.0)",21.282816694119333
149,1659,211,1961,202,"(67 , 29)",0.40848889307262726,73.0,31.0,"(1415.0 , 353.0)",19.230416172034595
150,989,142,1074,142,"(30 , -31)",-0.8017901377054536,43.0,37.0,"(1703.0 , 363.0)",19.030330907999396
151,1823,212,2106,210,"(25 , -60)",-1.1760052070951352,65.0,44.0,"(1368.0 , 381.0)",21.599363063784836
152,1852,192,1946,192,"(40 , -38)",-0.7597627548757708,55.0,47.0,"(915.0 , 372.0)",26.7397083745307
153,502,108,590,108,"(11 , 29)",1.208252089530389,31.0,26.0,"(1735.0 , 363.0)",11.933480826680636
154,1802,202,1935,202,"(19 , -55)",-1.2381766352209842,58.0,44.0,"(317.0 , 383.0)",23.14584126682014
155,399,84,424,84,"(22 , 17)",0.65788860518221,27.0,23.0,"(1645.0 , 363.0)",14.51925930159214
156,2498,244,2677,244,"(39 , -65)",-1.0303768265243125,75.0,45.0,"(1972.0 , 392.0)",26.02858309990858
157,2090,220,2282,214,"(52 , -37)",-0.6184279943725194,63.0,52.0,"(768.0 , 381.0)",24.422230297158688
158,2311,222,2463,222,"(48 , -45)",-0.7531512809621944,65.0,47.0,"(1845.0 , 388.0)",27.764643503282674
159,2006,194,2053,194,"(29 , 48)",1.027318732081853,56.0,49.0,"(443.0 , 386.0)",29.892205934071605
160,649,112,697,112,"(27 , 21)",0.6610431688506868,34.0,29.0,"(1403.0 , 378.0)",16.381049961377748
161,1780,212,1984,212,"(58 , 42)",0.6267429012110469,71.0,35.0,"(1291.0 , 391.0)",20.921970135309117
162,1979,230,2303,228,"(59 , 41)",0.6073052251662507,71.0,43.0,"(1431.0 , 394.0)",21.068557536106262
163,1490,168,1526,168,"(33 , -34)",-0.8003224283875333,47.0,42.0,"(1510.0 , 389.0)",25.44705464275315
164,1190,154,1269,152,"(26 , -38)",-0.9707461133931431,46.0,39.0,"(503.0 , 391.0)",21.40467900272124
165,2406,270,2893,262,"(29 , -75)",-1.2018367805890402,80.0,44.0,"(601.0 , 412.0)",21.12921178155368
166,578,113,608,114,"(27 , -30)",-0.83798122500839,40.0,19.0,"(1059.0 , 392.0)",13.415496300853203
167,2391,240,2757,240,"(36 , -60)",-1.0303768265243125,69.0,48.0,"(1044.0 , 412.0)",25.22932269857258
168,4659,386,5729,342,"(82 , -61)",-0.639587234453334,102.0,84.0,"(1722.0 , 414.0)",28.28526552129665
169,2735,266,2987,260,"(66 , 55)",0.6947382761967033,85.0,46.0,"(1578.0 , 414.0)",25.423851202918257
170,1752,203,1918,196,"(29 , -50)",-1.0452125332432864,57.0,49.0,"(1625.0 , 413.0)",22.052221340319736
171,346,96,446,96,"(30 , 10)",0.3217505543966422,31.0,15.0,"(964.0 , 400.0)",8.834249111896899
172,3721,328,4433,314,"(28 , 96)",1.2870022175865687,100.0,46.0,"(840.0 , 446.0)",27.200364964718972
173,1306,170,1499,168,"(46 , -25)",-0.4978223326170012,52.0,40.0,"(912.0 , 420.0)",20.13373075365496
174,3092,272,3499,270,"(51 , 60)",0.866302262552679,78.0,57.0,"(1811.0 , 438.0)",28.85922841843815
175,213,60,226,60,"(16 , 11)",0.6022873461349642,19.0,15.0,"(201.0 , 411.0)",11.535898384862247
176,2098,200,2120,200,"(32 , 43)",0.931026543968271,53.0,50.0,"(126.0 , 430.0)",29.950062344236578
177,2927,284,3418,278,"(43 , 75)",1.0502154933032373,86.0,55.0,"(493.0 , 446.0)",25.0217442697094
178,390,90,427,90,"(26 , 19)",0.6310793874713292,32.0,16.0,"(682.0 , 416.0)",11.718070673576088
179,1766,218,2081,204,"(50 , -40)",-0.6747409422235527,64.0,44.0,"(1313.0 , 434.0)",19.79769460107873
180,1305,158,1379,158,"(31 , 36)",0.85988695361133,47.0,42.0,"(1864.0 , 430.0)",23.52345469132954
181,1577,197,1748,196,"(34 , -42)",-0.8902751021276822,54.0,48.0,"(1356.0 , 447.0)",20.11990387932096
182,2174,268,2547,268,"(46 , 73)",1.0085115244523497,86.0,40.0,"(1189.0 , 462.0)",18.88555310512237
183,989,146,1073,144,"(30 , -37)",-0.8894981015070477,47.0,30.0,"(554.0 , 450.0)",17.972992686351095
184,3583,380,4743,302,"(33 , -87)",-1.208252089530389,93.0,60.0,"(732.0 , 479.0)",21.230087433968038
185,475,112,598,112,"(35 , -10)",-0.27829965900511133,36.0,20.0,"(1481.0 , 446.0)",10.421604168753053
186,1424,170,1472,170,"(24 , -42)",-1.0516502125483738,48.0,41.0,"(1906.0 , 463.0)",22.948785203982847
187,251,68,258,68,"(14 , -20)",-0.960070362405688,24.0,15.0,"(739.0 , 452.0)",10.835585997031025
188,2966,290,3531,290,"(78 , 33)",0.4002406570339741,84.0,52.0,"(1301.0 , 478.0)",24.643443500393808
189,1896,194,1966,194,"(45 , 35)",0.6610431688506868,57.0,44.0,"(1127.0 , 466.0)",27.139990636706173
190,1854,232,2283,216,"(72 , 14)",0.1920480172407301,73.0,32.0,"(1246.0 , 463.0)",19.141281544549102
191,2319,268,2919,244,"(20 , 77)",1.3166715772392625,79.0,47.0,"(782.0 , 484.0)",20.41674120459154
192,225,66,257,66,"(16 , 14)",0.7188299996216245,21.0,13.0,"(169.0 , 459.0)",9.62613645756624
193,838,122,881,122,"(30 , -21)",-0.6107259643892086,36.0,34.0,"(865.0 , 468.0)",20.895313643850727
194,1273,158,1325,158,"(21 , -38)",-1.0659349551357702,43.0,41.0,"(1529.0 , 474.0)",22.551548743321707
195,894,134,929,134,"(39 , -15)",-0.3671738338182192,41.0,30.0,"(1620.0 , 470.0)",18.392055070261872
196,1021,140,1052,140,"(39 , -21)",-0.4939413689195812,44.0,30.0,"(248.0 , 474.0)",20.7171431429143
197,2350,246,2579,244,"(70 , 39)",0.5083106250108272,80.0,42.0,"(1767.0 , 488.0)",23.65492105966748
198,2197,252,2583,250,"(51 , -61)",-0.8744477460319461,79.0,37.0,"(626.0 , 494.0)",20.904869640301627
199,2848,324,3739,300,"(50 , -87)",-1.04917802969851,100.0,47.0,"(1386.0 , 510.0)",20.06560905367151
200,975,155,1073,155,"(53 , -7)",-0.13131543898308803,53.0,26.0,"(419.0 , 485.0)",15.803050311642725
201,1402,193,1605,184,"(59 , 24)",0.38633721482131445,63.0,34.0,"(1205.0 , 496.0)",17.818724969203146
202,731,134,834,134,"(6 , -40)",-1.4219063791853994,40.0,24.0,"(1354.0 , 500.0)",13.719959555147518
203,1712,230,2181,214,"(60 , 36)",0.5404195002705842,69.0,40.0,"(440.0 , 506.0)",17.571939691490144
204,1420,167,1513,164,"(48 , -28)",-0.5280744484263598,55.0,35.0,"(1634.0 , 499.0)",23.776060531981308
205,1581,182,1709,182,"(32 , -40)",-0.8960553845713439,51.0,41.0,"(933.0 , 507.0)",23.381003639405336
206,3356,316,3914,278,"(48 , 64)",0.9272952180016122,80.0,72.0,"(238.0 , 516.0)",25.287803992016862
207,1264,154,1286,154,"(24 , 42)",1.0516502125483738,48.0,38.0,"(386.0 , 508.0)",23.726713297305842
208,1774,194,1855,194,"(49 , 26)",0.48783643865964244,55.0,42.0,"(1939.0 , 509.0)",24.453170687177902
209,3751,362,5003,356,"(14 , 94)",1.422946961536141,95.0,72.0,"(506.0 , 531.0)",23.872303056461575
210,1755,196,1857,194,"(38 , 45)",0.8695364039286192,58.0,41.0,"(824.0 , 515.0)",23.58346994572233
211,1413,182,1541,182,"(45 , 34)",0.647047193220323,56.0,30.0,"(1314.0 , 512.0)",19.863112513411462
212,2129,224,2294,224,"(19 , -59)",-1.2592494998922086,61.0,55.0,"(1264.0 , 524.0)",24.26673669475514
213,1870,255,2280,236,"(77 , -24)",-0.3021452235394375,80.0,39.0,"(606.0 , 518.0)",16.909179127602812
214,1332,165,1425,166,"(45 , 15)",0.3217505543966422,47.0,40.0,"(1102.0 , 515.0)",22.025991573035554
215,3212,294,3623,288,"(33 , -80)",-1.1795607476677226,86.0,54.0,"(1705.0 , 536.0)",26.69989316251511
216,918,186,1313,174,"(30 , -50)",-1.0303768265243125,58.0,30.0,"(1846.0 , 520.0)",11.226071951085459
217,2216,214,2315,214,"(9 , -59)",-1.4194208830608703,59.0,49.0,"(114.0 , 529.0)",28.07855236222768
218,257,68,276,68,"(13 , 18)",0.9453112865556675,22.0,17.0,"(177.0 , 514.0)",11.34314575050762
219,1440,164,1488,164,"(35 , -30)",-0.7086262721276703,46.0,43.0,"(1049.0 , 528.0)",25.475825303739974
220,913,148,1001,148,"(43 , -17)",-0.37649033444652286,46.0,27.0,"(878.0 , 527.0)",15.645843495937378
221,4881,412,6011,392,"(127 , 30)",0.23196824485564768,130.0,56.0,"(1607.0 , 547.0)",27.31644828630199
222,2364,220,2502,220,"(26 , -57)",-1.1428478304734144,62.0,48.0,"(1758.0 , 542.0)",29.290079735635118
223,3493,286,3733,282,"(18 , 92)",1.3775848429470905,93.0,46.0,"(1001.0 , 562.0)",31.26009443351041
224,452,100,492,100,"(34 , -14)",-0.3906070436976868,36.0,16.0,"(1161.0 , 527.0)",11.847053562034095
225,2500,303,3317,282,"(87 , 23)",0.2584549362080187,89.0,36.0,"(780.0 , 546.0)",18.84602386475968
226,292,81,341,82,"(23 , -11)",-0.44610554894340365,25.0,16.0,"(601.0 , 534.0)",9.384343093949635
227,1200,154,1259,152,"(40 , -23)",-0.5218342798144103,46.0,35.0,"(1090.0 , 544.0)",21.69970238358856
228,1739,234,2199,232,"(53 , 50)",0.7562801818904095,72.0,41.0,"(839.0 , 557.0)",17.472570151178125
229,5666,424,7192,398,"(37 , 102)",1.222812724623063,108.0,78.0,"(915.0 , 576.0)",31.367567371818836
230,1328,174,1405,174,"(47 , 29)",0.5528412215925392,55.0,33.0,"(400.0 , 556.0)",19.746052959560593
231,2012,200,2053,200,"(37 , 38)",0.798730706691594,53.0,48.0,"(173.0 , 564.0)",27.909277965625478
232,1732,196,1871,196,"(54 , -21)",-0.37089128881266237,57.0,41.0,"(602.0 , 561.0)",23.134965687244875
233,2068,216,2279,210,"(40 , 50)",0.8960553845713439,64.0,50.0,"(239.0 , 571.0)",24.879560442877928
