Cell id,Area,Perimeter,Convex hull area,Convex hull perimeter,Major axis vector,Major axis angle (rad),Major axis length,Minor axis length,Centroids,Fibre length
234,1364,190,1545,184,"(59 , 9)",0.15137544373402623,59.0,30.0,"(447.0 , 559.0)",17.62944593751231
235,327,76,340,76,"(25 , 8)",0.3097029445424562,26.0,14.0,"(668.0 , 553.0)",13.1690481051547
236,3163,320,4152,316,"(79 , -51)",-0.5732544103929726,94.0,58.0,"(347.0 , 589.0)",23.105360533702296
237,2596,248,2890,242,"(46 , -51)",-0.8368989743486738,68.0,52.0,"(785.0 , 584.0)",26.67295653468861
238,3198,316,3909,292,"(78 , -32)",-0.3893167218331408,84.0,65.0,"(49.0 , 586.0)",23.836606340798795
239,757,135,858,134,"(10 , -43)",-1.3422996875030344,44.0,24.0,"(1661.0 , 575.0)",14.203580890608123
240,1503,208,1798,202,"(58 , 22)",0.3625442372645076,62.0,38.0,"(1474.0 , 581.0)",17.344553097673085
241,2409,262,2980,254,"(42 , -66)",-1.0040671092713902,78.0,42.0,"(1639.0 , 601.0)",22.126621067756318
242,1127,157,1262,158,"(36 , -31)",-0.7109093731835666,47.0,32.0,"(478.0 , 586.0)",18.913763868404754
243,3296,296,3944,272,"(71 , -53)",-0.641243776284294,88.0,56.0,"(1182.0 , 599.0)",27.30952988028499
244,2282,224,2535,224,"(61 , 32)",0.48312566481733366,68.0,47.0,"(1580.0 , 592.0)",26.776721607595086
245,1785,180,1842,180,"(32 , 42)",0.9197196053504169,52.0,50.0,"(417.0 , 596.0)",29.508066615170332
246,2165,231,2378,232,"(67 , -40)",-0.5382217016114783,78.0,44.0,"(564.0 , 600.0)",23.54382365712297
247,3080,329,4181,304,"(34 , 93)",1.220299699384575,99.0,58.0,"(504.0 , 625.0)",21.54528436768689
248,1932,206,2118,204,"(51 , 26)",0.4714599500609072,57.0,52.0,"(1303.0 , 603.0)",24.662526199360716
249,1435,180,1608,178,"(37 , -35)",-0.7576275268040272,50.0,39.0,"(1133.0 , 602.0)",20.710084397017763
250,1862,228,2226,210,"(60 , -35)",-0.5280744484263598,69.0,47.0,"(1246.0 , 608.0)",19.757551100927856
251,2169,227,2472,228,"(54 , -30)",-0.507098504392337,61.0,54.0,"(1083.0 , 617.0)",24.32219557231788
252,1897,199,2016,200,"(36 , 44)",0.8850668158886104,56.0,48.0,"(1448.0 , 612.0)",25.707069646151698
253,2589,295,3373,268,"(68 , -39)",-0.5207283914070707,78.0,62.0,"(1695.0 , 624.0)",20.364023376920414
254,2106,216,2288,216,"(31 , -55)",-1.0575440539286356,63.0,49.0,"(453.0 , 626.0)",25.539501058484586
255,2542,220,2615,220,"(55 , -34)",-0.5536813222069976,64.0,58.0,"(1812.0 , 622.0)",33.02273902416409
256,2605,242,2875,240,"(36 , -61)",-1.0376406212872666,70.0,58.0,"(834.0 , 625.0)",28.015388258438428
257,7074,495,8526,440,"(48 , 132)",1.2220253232109897,140.0,83.0,"(871.0 , 667.0)",32.97520999748885
258,1498,194,1733,184,"(47 , 19)",0.3841693643925995,50.0,43.0,"(1487.0 , 622.0)",19.272444508649034
259,3675,354,4647,352,"(89 , 69)",0.6594855377116501,112.0,52.0,"(1574.0 , 643.0)",24.02326000796876
260,2033,218,2302,218,"(17 , 63)",1.3072324432118587,65.0,47.0,"(783.0 , 646.0)",23.885460970316736
261,1492,212,1830,204,"(17 , -59)",-1.2902595350565746,61.0,42.0,"(1518.0 , 646.0)",16.709505376751892
262,1682,202,1929,202,"(53 , -10)",-0.1864869016672168,53.0,49.0,"(560.0 , 639.0)",21.03391780368486
263,1743,200,1899,200,"(42 , 51)",0.8818719385800352,66.0,36.0,"(235.0 , 645.0)",22.48636701560479
264,633,127,702,128,"(40 , -15)",-0.3587706702705722,42.0,26.0,"(601.0 , 631.0)",12.383469593135686
265,1663,237,1947,226,"(80 , -13)",-0.16109190453758052,81.0,25.0,"(1268.0 , 635.0)",16.266718366322934
266,3957,357,4871,318,"(61 , 68)",0.8396085628721117,91.0,71.0,"(312.0 , 663.0)",25.93679047781577
267,1694,204,1969,206,"(40 , 39)",0.7727406115633964,55.0,43.0,"(388.0 , 650.0)",20.883559307248806
268,3552,326,4336,320,"(50 , -81)",-1.017764882644256,95.0,46.0,"(1124.0 , 672.0)",25.90998291059806
269,2513,280,3039,266,"(16 , 80)",1.373400766945016,81.0,51.0,"(1398.0 , 667.0)",21.14306599877557
270,806,132,918,132,"(25 , 35)",0.9505468408120751,43.0,27.0,"(83.0 , 646.0)",16.177396158739278
271,2537,259,2966,248,"(59 , -51)",-0.7127987096669537,77.0,51.0,"(1474.0 , 667.0)",24.06139594431876
272,1806,192,1930,192,"(33 , 44)",0.9272952180016122,55.0,52.0,"(1685.0 , 660.0)",25.684086395578603
273,1611,186,1713,186,"(51 , 16)",0.30400093934014455,53.0,40.0,"(599.0 , 659.0)",23.02128623625221
274,1668,194,1786,186,"(27 , 45)",1.0303768265243125,52.0,45.0,"(1949.0 , 666.0)",22.341827280943342
275,207,71,245,72,"(20 , -12)",-0.5404195002705842,23.0,12.0,"(859.0 , 650.0)",7.354688556854105
276,638,130,705,130,"(36 , 23)",0.56852454773104,42.0,21.0,"(1072.0 , 657.0)",12.04883866378244
277,1253,192,1483,192,"(29 , -52)",-1.0620665024793434,59.0,30.0,"(413.0 , 674.0)",15.580869845105347
278,2736,276,3233,264,"(62 , 53)",0.707296485677463,81.0,58.0,"(1613.0 , 673.0)",24.0
279,1522,189,1638,190,"(25 , 44)",1.0541011880326194,50.0,37.0,"(1022.0 , 668.0)",20.5936217763928
280,4376,352,5181,346,"(79 , 56)",0.6166480609771472,96.0,59.0,"(1341.0 , 688.0)",29.965527485812366
281,798,140,903,140,"(24 , 41)",1.0412067280128203,47.0,22.0,"(463.0 , 669.0)",14.336021680228175
282,1802,190,1850,190,"(35 , -43)",-0.8876048815047018,55.0,44.0,"(1744.0 , 677.0)",26.186858514052886
283,2036,206,2173,206,"(53 , -21)",-0.37724905964235905,57.0,52.0,"(1845.0 , 679.0)",26.67561682538718
284,6076,486,7455,448,"(111 , 91)",0.6867099027490418,143.0,63.0,"(473.0 , 710.0)",28.299946351946772
285,1023,190,1312,190,"(33 , 55)",1.0303768265243125,64.0,23.0,"(349.0 , 694.0)",12.382340624694251
286,1443,182,1598,178,"(28 , -43)",-0.9936041129214358,51.0,41.0,"(1806.0 , 687.0)",20.45504042726361
287,1378,242,1782,242,"(67 , 53)",0.6692565365174581,85.0,21.0,"(683.0 , 693.0)",12.72709973217033
288,747,126,814,126,"(33 , 21)",0.5667292175235064,39.0,29.0,"(1086.0 , 681.0)",15.839540236634175
289,1107,170,1247,170,"(46 , 34)",0.636508215787951,57.0,27.0,"(179.0 , 685.0)",16.056664355645296
290,1867,202,1973,202,"(47 , -32)",-0.5977583915930821,56.0,48.0,"(1052.0 , 697.0)",24.360948754784538
291,4462,414,5597,366,"(85 , 53)",0.5575411146803486,100.0,75.0,"(1534.0 , 715.0)",24.4414773727715
292,930,138,1001,138,"(38 , -14)",-0.35299038782691045,40.0,31.0,"(2010.0 , 689.0)",18.367734195098322
293,1066,175,1274,176,"(27 , -49)",-1.0671700306708005,55.0,24.0,"(391.0 , 698.0)",14.628487333244518
294,533,114,600,114,"(38 , -9)",-0.23255694180490902,39.0,16.0,"(1247.0 , 684.0)",11.789225032931597
295,1557,176,1609,176,"(44 , -14)",-0.3080527810237764,46.0,45.0,"(583.0 , 702.0)",24.532077666068215
296,4397,370,5129,370,"(65 , -89)",-0.9399987088286491,110.0,49.0,"(1968.0 , 732.0)",28.00775240387415
297,2809,302,3393,292,"(77 , -58)",-0.645575794613255,96.0,53.0,"(242.0 , 717.0)",21.72965501319524
298,1740,212,1942,212,"(26 , 56)",1.1361261116456518,61.0,45.0,"(1285.0 , 720.0)",20.304434551456367
299,2285,258,2756,258,"(18 , -71)",-1.3225064174918286,73.0,49.0,"(1669.0 , 725.0)",21.19584315565075
300,1254,189,1530,188,"(20 , 51)",1.197069506829343,54.0,32.0,"(1483.0 , 722.0)",15.968016367244228
301,978,168,1237,160,"(51 , -16)",-0.30400093934014455,53.0,26.0,"(301.0 , 712.0)",13.964308462247626
302,343,93,391,94,"(15 , -26)",-1.047518004662921,30.0,17.0,"(209.0 , 712.0)",9.194307203129403
303,3071,318,3879,298,"(46 , -76)",-1.0265158418489166,88.0,72.0,"(384.0 , 744.0)",22.497807059727954
304,1137,175,1337,162,"(22 , -39)",-1.0571903220721477,44.0,41.0,"(799.0 , 726.0)",15.874159205505567
305,3892,316,4267,308,"(94 , 15)",0.15824032445087904,95.0,59.0,"(168.0 , 739.0)",30.533516735789462
306,2025,211,2273,224,"(51 , -50)",-0.7754974968094597,71.0,44.0,"(1826.0 , 736.0)",25.22614670871827
307,614,132,734,124,"(40 , -8)",-0.19739555984988078,40.0,23.0,"(1600.0 , 724.0)",11.205505282296631
308,1302,184,1505,176,"(34 , -50)",-0.973619668702219,60.0,38.0,"(748.0 , 741.0)",17.46931476462579
309,1493,179,1608,180,"(29 , 43)",0.9774461806381785,51.0,40.0,"(1398.0 , 738.0)",22.176508909785355
310,1976,222,2180,216,"(67 , 10)",0.14816002073183138,67.0,39.0,"(1764.0 , 739.0)",22.26974270337348
311,3593,287,3929,288,"(7 , 82)",1.4856369341751898,82.0,63.0,"(1637.0 , 762.0)",32.3157192280625
312,1545,202,1759,184,"(48 , 26)",0.49642275340488184,54.0,43.0,"(1887.0 , 749.0)",18.79432227502462
313,1107,172,1297,174,"(41 , 37)",0.7341609959940295,55.0,29.0,"(458.0 , 754.0)",15.760323056247529
314,1684,202,1778,202,"(24 , 60)",1.1902899496825317,64.0,34.0,"(1242.0 , 762.0)",21.067874694477126
315,2189,300,3120,290,"(87 , 34)",0.37255425845486384,93.0,41.0,"(307.0 , 756.0)",16.38259644098862
316,381,95,411,96,"(22 , -19)",-0.712357598094329,29.0,20.0,"(825.0 , 744.0)",10.219940872265191
317,2751,290,3176,290,"(79 , -32)",-0.3848636480116623,85.0,47.0,"(1558.0 , 768.0)",22.447527533597302
318,1124,148,1175,148,"(41 , 20)",0.4538440015215101,45.0,31.0,"(41.0 , 748.0)",21.34752415750147
319,2044,229,2385,230,"(27 , -56)",-1.121536214183016,62.0,58.0,"(807.0 , 762.0)",22.127891578095713
320,1971,194,2006,194,"(53 , -14)",-0.25825221981103874,54.0,46.0,"(548.0 , 755.0)",28.974375810233365
321,651,146,1101,152,"(29 , -43)",-0.9774461806381785,51.0,24.0,"(698.0 , 756.0)",10.399233727723626
322,1850,206,1988,206,"(23 , -52)",-1.1543577096033046,56.0,49.0,"(901.0 , 764.0)",23.175981923462906
323,3244,372,4274,340,"(80 , 81)",0.7916092636503146,113.0,44.0,"(1415.0 , 780.0)",19.4812948971488
324,3032,327,3799,328,"(84 , -68)",-0.6805212246672144,108.0,36.0,"(1508.0 , 779.0)",21.325977459291906
325,419,88,445,88,"(14 , 24)",1.042721878368537,27.0,21.0,"(1803.0 , 756.0)",13.93774225170145
326,2638,321,3553,312,"(88 , -39)",-0.41716947764980317,96.0,53.0,"(1356.0 , 781.0)",18.589133155622925
327,3378,326,3965,322,"(52 , -79)",-0.9886587586359528,94.0,52.0,"(1727.0 , 793.0)",24.366384675919555
328,3502,324,4154,310,"(56 , -82)",-0.9716210038085897,99.0,49.0,"(1194.0 , 796.0)",25.691772763900666
329,3611,390,4845,326,"(103 , -19)",-0.18241540708251086,104.0,58.0,"(1814.0 , 781.0)",20.719468613456442
330,3845,402,5464,340,"(100 , -44)",-0.41450687458478597,109.0,67.0,"(78.0 , 791.0)",21.409861550253936
331,2324,255,2881,252,"(21 , 67)",1.2670618409523098,70.0,61.0,"(1150.0 , 793.0)",22.03594361609027
332,721,129,795,129,"(37 , 5)",0.13432144195296852,37.0,29.0,"(424.0 , 776.0)",14.38767932210375
333,1840,195,2057,206,"(45 , -35)",-0.6610431688506868,57.0,50.0,"(1303.0 , 795.0)",25.586181230202996
334,2253,234,2538,228,"(65 , 29)",0.4196508621351039,71.0,52.0,"(1003.0 , 788.0)",24.305702229757664
335,1855,202,2042,202,"(55 , 9)",0.16219883346338237,55.0,45.0,"(855.0 , 795.0)",24.13240625312958
336,744,138,816,140,"(20 , 42)",1.1263771168937977,46.0,21.0,"(1034.0 , 799.0)",13.375369825722391
337,1358,176,1525,164,"(45 , -31)",-0.6032298529246849,54.0,44.0,"(386.0 , 797.0)",19.958369439657385
338,1713,186,1802,184,"(47 , -19)",-0.3841693643925995,50.0,42.0,"(743.0 , 804.0)",25.304481605773358
339,2032,210,2177,210,"(12 , -61)",-1.3765553306134928,62.0,45.0,"(662.0 , 813.0)",25.588106718404223
340,1066,163,1204,164,"(8 , -48)",-1.4056476493802699,48.0,35.0,"(30.0 , 807.0)",16.366347689486712
341,931,188,1198,188,"(42 , -44)",-0.8086497862079113,60.0,25.0,"(909.0 , 808.0)",11.250874136561045
342,2935,286,3422,278,"(55 , 66)",0.8760580505981934,85.0,55.0,"(1999.0 , 820.0)",24.838988437883174
343,729,118,766,118,"(15 , 32)",1.1324597669369387,35.0,28.0,"(1775.0 , 807.0)",17.615135675995287
344,2576,252,2993,242,"(33 , -67)",-1.1131366701780037,74.0,51.0,"(944.0 , 828.0)",25.677084786956954
345,3140,348,4242,324,"(38 , 104)",1.2204821145594944,110.0,48.0,"(62.0 , 848.0)",20.449267472100658
346,1238,182,1374,182,"(35 , -48)",-0.9407624172489815,59.0,29.0,"(182.0 , 820.0)",16.651256526496688
347,1782,218,2108,208,"(31 , -53)",-1.0415495459630517,61.0,42.0,"(116.0 , 829.0)",20.028997693713634
348,1427,162,1468,162,"(27 , 36)",0.9272952180016122,45.0,43.0,"(1261.0 , 826.0)",25.896918133489766
349,804,130,889,132,"(20 , 34)",1.039072259536091,39.0,32.0,"(708.0 , 825.0)",16.61761982573141
350,2026,247,2551,238,"(73 , 41)",0.5117388423153579,83.0,47.0,"(1658.0 , 827.0)",19.476337986874142
351,1926,214,2125,214,"(50 , -36)",-0.6240230529767569,61.0,51.0,"(1020.0 , 842.0)",22.901797438411517
352,2874,266,3360,260,"(45 , -61)",-0.9352106199703457,75.0,64.0,"(2039.0 , 849.0)",27.15219192890155
353,1681,216,2010,202,"(42 , -42)",-0.7853981633974483,59.0,51.0,"(238.0 , 846.0)",18.85743321838884
354,1592,200,1717,200,"(53 , 46)",0.7148085735785747,70.0,32.0,"(1935.0 , 839.0)",19.866961653361273
355,974,146,1055,146,"(32 , -37)",-0.8577354939360433,48.0,29.0,"(464.0 , 841.0)",17.5725067692523
356,3377,290,3758,284,"(11 , -83)",-1.4390340603169702,83.0,56.0,"(618.0 , 864.0)",29.149682815462583
357,4347,374,5316,372,"(54 , -87)",-1.015302591529353,102.0,57.0,"(745.0 , 873.0)",27.203318333418835
358,1673,194,1810,190,"(18 , -60)",-1.2793395323170296,62.0,37.0,"(155.0 , 859.0)",22.437574940155702
359,2405,240,2775,236,"(66 , 30)",0.4266274931268761,72.0,56.0,"(289.0 , 859.0)",25.43122796511279
360,2386,216,2448,216,"(49 , -41)",-0.6967422815300108,63.0,50.0,"(1544.0 , 859.0)",30.978271133557325
361,1537,202,1758,198,"(9 , 59)",1.4194208830608703,59.0,40.0,"(1792.0 , 867.0)",18.66841191520599
362,3306,336,4317,336,"(82 , -61)",-0.639587234453334,102.0,47.0,"(369.0 , 880.0)",22.762756430420545
363,2116,230,2427,224,"(59 , -35)",-0.5354195419366258,68.0,44.0,"(422.0 , 866.0)",23.0
364,1371,228,1587,228,"(63 , 45)",0.6202494859828215,77.0,26.0,"(1942.0 , 867.0)",13.664102639959097
365,2307,224,2517,224,"(58 , -22)",-0.3625442372645076,62.0,55.0,"(835.0 , 871.0)",27.207639902224063
366,3154,300,3667,262,"(34 , -78)",-1.1597317794050321,85.0,53.0,"(1238.0 , 886.0)",25.29084591345373
367,1516,186,1675,186,"(31 , -47)",-0.9877197917757521,56.0,40.0,"(116.0 , 874.0)",21.07855236222768
368,2069,212,2261,210,"(51 , 30)",0.5317240672588056,59.0,48.0,"(1884.0 , 874.0)",25.797058982529112
369,965,148,1093,148,"(21 , 40)",1.0873493252276976,45.0,33.0,"(1615.0 , 871.0)",16.90024875775822
370,2219,220,2456,214,"(47 , -42)",-0.7292773806962718,63.0,49.0,"(1660.0 , 881.0)",26.60986086684322
371,1430,192,1612,192,"(51 , 32)",0.5603598769048431,60.0,33.0,"(1025.0 , 876.0)",18.436509001811036
372,3593,298,4018,292,"(86 , 35)",0.38650630511392003,92.0,54.0,"(1324.0 , 884.0)",30.25918174355271
373,1749,218,2044,212,"(8 , 59)",1.4360250423171654,59.0,48.0,"(237.0 , 892.0)",19.553612489986897
374,3002,271,3327,272,"(38 , -84)",-1.1459641638755542,92.0,50.0,"(1146.0 , 908.0)",27.899498121102667
375,1356,181,1527,181,"(48 , -18)",-0.3587706702705722,51.0,43.0,"(1768.0 , 890.0)",18.952424066085484
376,2381,230,2589,222,"(22 , -65)",-1.244437510088134,68.0,43.0,"(332.0 , 906.0)",27.08207765148974
377,1268,168,1392,168,"(13 , -46)",-1.2953702230988613,47.0,39.0,"(1507.0 , 900.0)",19.728942548679914
378,641,126,778,126,"(33 , 10)",0.2942345651111878,34.0,31.0,"(933.0 , 899.0)",12.758335186008686
379,2631,302,3333,294,"(74 , -61)",-0.6893978730279631,95.0,37.0,"(468.0 , 915.0)",20.09918773158646
380,275,70,294,70,"(11 , 19)",1.0460005551447893,21.0,19.0,"(978.0 , 893.0)",11.909830056250525
381,3940,404,5944,376,"(70 , -84)",-0.8760580505981934,109.0,60.0,"(2023.0 , 935.0)",21.873518971206607
382,605,120,672,120,"(17 , -35)",-1.1186424645091209,38.0,21.0,"(2032.0 , 913.0)",12.824435962682333
383,3638,292,4058,284,"(21 , 82)",1.3200870673734877,84.0,55.0,"(278.0 , 938.0)",31.878229610095822
384,1375,166,1419,166,"(23 , 43)",1.0796327285086362,48.0,38.0,"(1933.0 , 929.0)",22.865354846415777
385,2317,224,2472,224,"(10 , 61)",1.4083072175776932,61.0,47.0,"(1673.0 , 941.0)",27.38182395749163
386,3161,330,3803,312,"(87 , 36)",0.3923401442155158,94.0,54.0,"(419.0 , 941.0)",22.12409420969322
387,273,72,297,72,"(20 , -13)",-0.5763752205911837,23.0,14.0,"(1839.0 , 923.0)",10.85857157145715
388,746,128,841,128,"(9 , 34)",1.312025434831199,35.0,31.0,"(1783.0 , 935.0)",15.326667999466935
389,714,144,877,144,"(34 , -34)",-0.7853981633974483,48.0,23.0,"(1189.0 , 938.0)",11.875323836370363
390,2306,238,2568,238,"(12 , -63)",-1.382574821490126,64.0,57.0,"(1733.0 , 953.0)",24.368105658817655
391,1724,182,1835,182,"(45 , 34)",0.647047193220323,56.0,40.0,"(747.0 , 943.0)",26.892205934071605
392,2513,284,3081,266,"(87 , 17)",0.1929708099655697,88.0,44.0,"(1092.0 , 960.0)",20.72077964009386
393,3600,310,4046,290,"(82 , 16)",0.1927007586623856,83.0,62.0,"(990.0 , 968.0)",28.446457824128544
394,1360,184,1539,184,"(12 , -52)",-1.3439974787410107,53.0,40.0,"(922.0 , 964.0)",18.50454583026496
395,3118,276,3401,276,"(83 , 25)",0.29256176640384757,86.0,50.0,"(443.0 , 973.0)",28.466063600977513
396,1726,240,2165,224,"(61 , 20)",0.3168244858682192,64.0,38.0,"(814.0 , 969.0)",16.710278356173276
397,2387,220,2610,212,"(44 , -53)",-0.8779167845170952,68.0,54.0,"(1992.0 , 975.0)",29.74133811936982
398,822,133,891,134,"(14 , 43)",1.2560386654035878,45.0,25.0,"(1165.0 , 968.0)",16.41068588095109
399,1981,260,2587,232,"(78 , -19)",-0.23893644058616342,80.0,35.0,"(1536.0 , 967.0)",17.62912287069196
400,860,140,973,140,"(19 , 39)",1.1174576309403337,43.0,26.0,"(492.0 , 975.0)",15.895026825457201
401,2418,271,3020,260,"(64 , -41)",-0.5697564534829784,76.0,55.0,"(753.0 , 986.0)",21.144608680969107
402,2372,212,2446,212,"(20 , 54)",1.2160906747839564,57.0,55.0,"(195.0 , 984.0)",32.09545503963312
403,2792,284,3526,276,"(71 , 26)",0.3510308867424203,75.0,71.0,"(1201.0 , 991.0)",23.576377194482497
404,598,114,684,114,"(12 , 33)",1.2220253232109897,35.0,25.0,"(1144.0 , 978.0)",13.862718831695553
405,2309,286,3071,266,"(39 , -74)",-1.0857616049423608,83.0,51.0,"(870.0 , 1002.0)",18.554273071379974
406,5681,472,7493,406,"(122 , -32)",-0.25651661264432357,126.0,67.0,"(1085.0 , 1002.0)",27.209031286146086
407,2509,334,3654,310,"(97 , -20)",-0.20333608402827572,99.0,35.0,"(672.0 , 999.0)",16.692440547494925
408,2423,248,2704,242,"(74 , -12)",-0.16076274062583473,74.0,44.0,"(1543.0 , 995.0)",24.30384635005847
409,4929,474,6834,366,"(59 , -100)",-1.0377622166174065,116.0,92.0,"(1700.0 , 1023.0)",23.03665624963685
410,3466,310,3983,280,"(52 , 58)",0.8398896196381795,77.0,73.0,"(348.0 , 1006.0)",27.099107150765676
411,1873,206,2000,206,"(58 , -9)",-0.15394466445834992,58.0,46.0,"(1635.0 , 1000.0)",23.58495029558428
412,1547,188,1774,188,"(45 , -35)",-0.6610431688506868,57.0,44.0,"(1753.0 , 998.0)",21.270639339462786
413,5237,476,7208,428,"(111 , 79)",0.6185430029976592,136.0,75.0,"(792.0 , 1035.0)",24.533074571043656
414,4310,391,5525,356,"(30 , 111)",1.3068326031691921,114.0,64.0,"(1243.0 , 1047.0)",25.327196270787752
415,2160,265,2617,265,"(26 , -83)",-1.2672255874712328,86.0,37.0,"(622.0 , 1037.0)",19.037051564215986
416,1700,202,1927,202,"(53 , -11)",-0.20464180982977792,54.0,48.0,"(220.0 , 1018.0)",21.340953376353333
417,1461,181,1604,172,"(31 , -40)",-0.9114862584620387,50.0,46.0,"(648.0 , 1025.0)",21.03094758253329
418,4483,352,5380,342,"(92 , -35)",-0.36352687697443853,98.0,66.0,"(1911.0 , 1039.0)",30.894833858923064
419,2510,252,2849,234,"(53 , 42)",0.6701220374264962,67.0,57.0,"(415.0 , 1031.0)",24.803141490431443
420,623,116,680,116,"(12 , 36)",1.2490457723982544,37.0,22.0,"(828.0 , 1029.0)",14.2351769397666
421,3288,366,4352,308,"(95 , -13)",-0.13599741803738397,95.0,60.0,"(529.0 , 1041.0)",20.19607303941808
422,756,132,873,132,"(31 , 25)",0.6786624907483126,39.0,26.0,"(676.0 , 1029.0)",14.751712409105341
423,1955,204,2054,204,"(54 , 16)",0.28805544705062586,56.0,50.0,"(1434.0 , 1045.0)",25.58346994572233
424,1047,164,1191,164,"(47 , -6)",-0.12697278961407893,47.0,36.0,"(377.0 , 1040.0)",15.820643375971656
425,1910,188,1939,188,"(27 , 44)",1.0204103791181054,51.0,48.0,"(147.0 , 1048.0)",29.708383534209418
426,8618,634,12037,512,"(120 , -76)",-0.5645693936681,142.0,120.0,"(1074.0 , 1084.0)",30.03113217592366
427,333,78,354,78,"(17 , -21)",-0.8902751021276822,27.0,19.0,"(1969.0 , 1037.0)",12.62613645756624
428,3131,282,3421,282,"(45 , -75)",-1.0303768265243125,87.0,51.0,"(317.0 , 1066.0)",27.61352194455693
429,452,98,522,98,"(29 , -13)",-0.4214192068878042,31.0,18.0,"(971.0 , 1038.0)",12.324204338114079
430,2075,241,2434,238,"(56 , 36)",0.5713374798336268,66.0,48.0,"(1973.0 , 1066.0)",20.8157192280625
431,5252,447,6860,404,"(103 , -32)",-0.3012255778623859,107.0,89.0,"(885.0 , 1088.0)",26.684951360738054
432,1227,234,1792,206,"(58 , 25)",0.40697078536877124,63.0,42.0,"(846.0 , 1063.0)",11.646504932929496
433,1225,172,1406,170,"(51 , 12)",0.23109066719589708,52.0,35.0,"(1805.0 , 1052.0)",18.020008006406407
434,2326,230,2497,230,"(51 , 43)",0.7004963699477263,66.0,47.0,"(2035.0 , 1068.0)",26.191055591093463
435,2702,320,3496,312,"(78 , 61)",0.6637003813743523,99.0,36.0,"(1518.0 , 1076.0)",19.188816817956912
436,4279,407,5592,362,"(86 , 73)",0.7038186168609792,112.0,73.0,"(648.0 , 1092.0)",23.813727956746604
437,703,142,809,134,"(12 , -46)",-1.3156139361740782,47.0,19.0,"(700.0 , 1075.0)",11.893856731774246
438,1936,220,2206,206,"(53 , 30)",0.5150728170187818,60.0,52.0,"(1883.0 , 1074.0)",22.0
439,1885,218,2112,208,"(19 , -58)",-1.254227073182493,61.0,44.0,"(511.0 , 1081.0)",21.556867179941733
440,2764,274,3245,266,"(45 , -59)",-0.9192091408720391,74.0,63.0,"(1642.0 , 1088.0)",24.588156495086658
441,3357,331,4324,331,"(31 , -85)",-1.2210810364283888,90.0,67.0,"(997.0 , 1113.0)",23.669017442158257
442,438,111,536,112,"(19 , -33)",-1.0483928950783679,38.0,14.0,"(1140.0 , 1083.0)",9.52741785585808
443,4303,394,5188,392,"(78 , -94)",-0.878154483585592,122.0,49.0,"(827.0 , 1123.0)",25.020410997338857
444,1350,182,1478,182,"(35 , -39)",-0.8393996637734166,52.0,36.0,"(1287.0 , 1094.0)",18.662526199360716
445,2262,206,2329,206,"(54 , 23)",0.4026546535518728,58.0,51.0,"(52.0 , 1098.0)",31.74525373486159
446,830,142,870,142,"(31 , 37)",0.8734055369251891,48.0,23.0,"(966.0 , 1093.0)",14.757531487308459
447,2296,222,2381,222,"(35 , -56)",-1.0121970114513341,66.0,45.0,"(1200.0 , 1107.0)",27.49553607011911
448,1611,201,1771,202,"(50 , 34)",0.5971766580926776,60.0,38.0,"(470.0 , 1098.0)",20.016533443880437
449,2131,252,2610,246,"(28 , 73)",1.2045407663641197,78.0,41.0,"(761.0 , 1115.0)",20.128097779547964
450,1430,172,1502,172,"(38 , -28)",-0.6350267353903137,47.0,42.0,"(412.0 , 1104.0)",22.53051050954128
451,3753,365,4493,324,"(109 , 19)",0.172577961232207,110.0,54.0,"(1552.0 , 1109.0)",23.62188084827436
452,1470,208,1847,204,"(34 , 56)",1.025141272267905,65.0,41.0,"(1146.0 , 1126.0)",16.871663859499407
453,1099,159,1232,156,"(28 , 34)",0.8818719385800352,44.0,32.0,"(699.0 , 1118.0)",17.816862969470144
454,1593,200,1814,196,"(23 , -60)",-1.2047398109474783,64.0,32.0,"(1103.0 , 1128.0)",19.883559307248806
455,2211,212,2281,212,"(38 , -50)",-0.9209258773829491,62.0,49.0,"(1687.0 , 1128.0)",28.545961478725033
456,1094,152,1164,152,"(35 , 29)",0.6919213822388589,45.0,32.0,"(1797.0 , 1122.0)",19.291713066130292
457,2298,263,2889,228,"(58 , 46)",0.6705215579805492,74.0,51.0,"(145.0 , 1134.0)",20.74930556091384
458,4136,359,5077,320,"(81 , 62)",0.6533047162725804,102.0,70.0,"(521.0 , 1146.0)",27.147583912439927
459,3103,302,3661,282,"(82 , -36)",-0.4136892132788633,89.0,51.0,"(1273.0 , 1139.0)",24.53677796685143
460,559,106,605,104,"(28 , 20)",0.6202494859828215,34.0,24.0,"(919.0 , 1127.0)",14.531290796414176
461,971,160,1184,154,"(37 , 20)",0.49555167348582857,42.0,40.0,"(1436.0 , 1134.0)",14.920127592031093
462,205,62,225,62,"(9 , 20)",1.1479424006619559,21.0,13.0,"(1743.0 , 1126.0)",9.562828956481042
463,4763,394,5566,344,"(63 , 94)",0.9803427477630834,113.0,71.0,"(1855.0 , 1159.0)",28.2202020492375
464,1316,172,1393,172,"(39 , 32)",0.6871242101414391,50.0,37.0,"(662.0 , 1143.0)",19.91320723876961
465,1943,203,2029,204,"(33 , 45)",0.9380474917927134,55.0,43.0,"(35.0 , 1148.0)",25.59920478394371
466,2317,222,2479,218,"(35 , -59)",-1.035376784858271,68.0,48.0,"(1549.0 , 1155.0)",27.87302043291739
